GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0044699	single-organism process	11098	83	55.45	8.7e-07	4.374e-04	P	AT1G05100, AT1G05300, AT1G07230, AT1G07920, AT1G07930, AT1G07940, AT1G16380, AT1G20080, AT1G48050, AT1G48470, AT1G54330, AT1G56590, AT1G62430, AT1G63640, AT1G66200, AT1G68610, AT1G71990, AT1G74380, AT1G76680, AT1G76690, AT1G79400, AT2G01140, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G26870, AT2G28190, AT2G30490, AT2G32270, AT2G32510, AT2G34690, AT2G37040, AT2G40360, AT2G41110, AT3G03200, AT3G03530, AT3G03540, AT3G10340, AT3G17730, AT3G17820, AT3G21250, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT3G56800, AT3G60160, AT3G62880, AT4G14640, AT4G15880, AT4G17980, AT4G19600, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT4G39670, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G17260, AT5G21100, AT5G21105, AT5G21274, AT5G23250, AT5G35630, AT5G37600, AT5G41310, AT5G42210, AT5G45190, AT5G46590, AT5G55090, AT5G60390, AT5G62440, AT5G63980, AT5G63990, AT5G64000, AT5G64610	AT1G05100, AT1G05300, AT1G07230, AT1G07920, AT1G07930, AT1G07940, AT1G16380, AT1G20080, AT1G48050, AT1G48470, AT1G54330, AT1G56590, AT1G62430, AT1G63640, AT1G66200, AT1G68610, AT1G71990, AT1G74380, AT1G76680, AT1G76690, AT1G79400, AT2G01140, AT2G13620, AT2G16970, AT2G16980, AT2G16990, AT2G20990, AT2G26870, AT2G28190, AT2G30490, AT2G32270, AT2G32510, AT2G34690, AT2G37040, AT2G40360, AT2G41110, AT3G03200, AT3G03530, AT3G03540, AT3G10340, AT3G17730, AT3G17820, AT3G21250, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT3G56800, AT3G60160, AT3G62880, AT4G14640, AT4G15880, AT4G17980, AT4G19600, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT4G39670, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G17260, AT5G21100, AT5G21105, AT5G21274, AT5G23250, AT5G35630, AT5G37600, AT5G41310, AT5G42210, AT5G45190, AT5G46590, AT5G55090, AT5G60390, AT5G62440, AT5G63980, AT5G63990, AT5G64000, AT5G64610
GO:0016053	organic acid biosynthetic process	567	14	2.83	1e-06	4.374e-04	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G16570, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G16570, AT5G35630, AT5G37600, AT5G63980
GO:0046394	carboxylic acid biosynthetic process	567	14	2.83	1e-06	4.374e-04	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G16570, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G16570, AT5G35630, AT5G37600, AT5G63980
GO:0090376	seed trichome differentiation	37	5	0.18	1.1e-06	4.374e-04	P	AT1G07920, AT1G07930, AT1G07940, AT5G37600, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G37600, AT5G60390
GO:0009800	cinnamic acid biosynthetic process	5	3	0.02	1.2e-06	4.374e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0046434	organophosphate catabolic process	38	5	0.19	1.3e-06	4.374e-04	P	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610
GO:0044283	small molecule biosynthetic process	758	16	3.79	1.3e-06	4.374e-04	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G30490, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G13930, AT5G16570, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G30490, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT5G13930, AT5G16570, AT5G35630, AT5G37600, AT5G63980
GO:0010026	trichome differentiation	116	7	0.58	2e-06	6.322e-04	P	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390
GO:0019637	organophosphate metabolic process	694	15	3.47	2.1e-06	6.322e-04	P	AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G63980, AT5G63990, AT5G64000	AT1G07230, AT1G62430, AT2G01140, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G38970, AT5G08300, AT5G09290, AT5G23250, AT5G63980, AT5G63990, AT5G64000
GO:0022412	cellular process involved in reproduction in multicellular organism	76	6	0.38	2.3e-06	6.537e-04	P	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT5G37600, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT5G37600, AT5G60390
GO:0009803	cinnamic acid metabolic process	6	3	0.03	2.4e-06	6.537e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0009765	photosynthesis, light harvesting	44	5	0.22	2.7e-06	7.020e-04	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430
GO:0018298	protein-chromophore linkage	45	5	0.22	3e-06	7.461e-04	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430
GO:0006091	generation of precursor metabolites and energy	382	11	1.91	3.6e-06	8.580e-04	P	AT1G29910, AT1G29920, AT1G29930, AT2G01140, AT2G34420, AT2G34430, AT4G30950, AT4G33520, AT4G38970, AT5G08300, AT5G23250	AT1G29910, AT1G29920, AT1G29930, AT2G01140, AT2G34420, AT2G34430, AT4G30950, AT4G33520, AT4G38970, AT5G08300, AT5G23250
GO:0010038	response to metal ion	463	12	2.31	3.8e-06	8.694e-04	P	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT2G28190, AT3G17820, AT4G14640, AT4G38970, AT5G08300, AT5G35630, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT2G28190, AT3G17820, AT4G14640, AT4G38970, AT5G08300, AT5G35630, AT5G60390
GO:0006559	L-phenylalanine catabolic process	7	3	0.03	4.2e-06	8.898e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:1902222	erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process	7	3	0.03	4.2e-06	8.898e-04	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0046686	response to cadmium ion	318	10	1.59	4.7e-06	9.601e-04	P	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT3G17820, AT4G38970, AT5G08300, AT5G35630, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT3G17820, AT4G38970, AT5G08300, AT5G35630, AT5G60390
GO:0071941	nitrogen cycle metabolic process	51	5	0.25	5.6e-06	1.105e-03	P	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G37600	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G37600
GO:0019684	photosynthesis, light reaction	137	7	0.68	5.9e-06	1.125e-03	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430, AT4G30950, AT4G33520	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430, AT4G30950, AT4G33520
GO:0016926	protein desumoylation	8	3	0.04	6.7e-06	1.233e-03	P	AT3G06910, AT4G00690, AT4G15880	AT3G06910, AT4G00690, AT4G15880
GO:0009064	glutamine family amino acid metabolic process	92	6	0.46	6.9e-06	1.233e-03	P	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600
GO:1901605	alpha-amino acid metabolic process	352	10	1.76	1.1e-05	1.907e-03	P	AT1G48470, AT1G66200, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT5G16570, AT5G35630, AT5G37600
GO:0010224	response to UV-B	67	5	0.33	2.2e-05	3.496e-03	P	AT2G28190, AT2G37040, AT5G09740, AT5G13930, AT5G64610	AT2G28190, AT2G37040, AT5G09740, AT5G13930, AT5G64610
GO:0046854	phosphatidylinositol phosphorylation	33	4	0.16	2.2e-05	3.496e-03	P	AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0044255	cellular lipid metabolic process	743	14	3.71	2.2e-05	3.496e-03	P	AT1G07230, AT1G62430, AT1G76680, AT1G76690, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G30950, AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT1G07230, AT1G62430, AT1G76680, AT1G76690, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT4G22340, AT4G30950, AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0090601	enucleation	2	2	0.01	2.5e-05	3.763e-03	P	AT3G03200, AT5G17260	AT3G03200, AT5G17260
GO:0090602	sieve element enucleation	2	2	0.01	2.5e-05	3.763e-03	P	AT3G03200, AT5G17260	AT3G03200, AT5G17260
GO:0009314	response to radiation	755	14	3.77	2.6e-05	3.813e-03	P	AT1G29910, AT1G29920, AT1G29930, AT1G48050, AT2G28190, AT2G30490, AT2G34420, AT2G34430, AT2G37040, AT4G30950, AT5G09740, AT5G13930, AT5G63980, AT5G64610	AT1G29910, AT1G29920, AT1G29930, AT1G48050, AT2G28190, AT2G30490, AT2G34420, AT2G34430, AT2G37040, AT4G30950, AT5G09740, AT5G13930, AT5G63980, AT5G64610
GO:0046834	lipid phosphorylation	36	4	0.18	3.1e-05	4.433e-03	P	AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0019752	carboxylic acid metabolic process	1209	18	6.04	3.3e-05	4.604e-03	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980
GO:0009074	aromatic amino acid family catabolic process	13	3	0.06	3.4e-05	4.630e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0032504	multicellular organism reproduction	188	7	0.94	4.6e-05	6.119e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT2G40360, AT5G37600, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G68610, AT2G40360, AT5G37600, AT5G60390
GO:0042126	nitrate metabolic process	42	4	0.21	5.7e-05	7.245e-03	P	AT1G66200, AT3G17820, AT5G16570, AT5G37600	AT1G66200, AT3G17820, AT5G16570, AT5G37600
GO:0042128	nitrate assimilation	42	4	0.21	5.7e-05	7.245e-03	P	AT1G66200, AT3G17820, AT5G16570, AT5G37600	AT1G66200, AT3G17820, AT5G16570, AT5G37600
GO:0006558	L-phenylalanine metabolic process	16	3	0.08	6.5e-05	7.911e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:1902221	erythrose 4-phosphate/phosphoenolpyruvate family amino acid metabolic process	16	3	0.08	6.5e-05	7.911e-03	P	AT2G37040, AT3G10340, AT3G53260	AT2G37040, AT3G10340, AT3G53260
GO:0090558	plant epidermis development	273	8	1.36	7.1e-05	8.300e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT4G19600, AT5G37600, AT5G45190, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT4G19600, AT5G37600, AT5G45190, AT5G60390
GO:0009416	response to light stimulus	725	13	3.62	7.2e-05	8.300e-03	P	AT1G29910, AT1G29920, AT1G29930, AT2G28190, AT2G30490, AT2G34420, AT2G34430, AT2G37040, AT4G30950, AT5G09740, AT5G13930, AT5G63980, AT5G64610	AT1G29910, AT1G29920, AT1G29930, AT2G28190, AT2G30490, AT2G34420, AT2G34430, AT2G37040, AT4G30950, AT5G09740, AT5G13930, AT5G63980, AT5G64610
GO:0006104	succinyl-CoA metabolic process	3	2	0.01	7.4e-05	8.300e-03	P	AT5G08300, AT5G23250	AT5G08300, AT5G23250
GO:0090603	sieve element differentiation	3	2	0.01	7.4e-05	8.300e-03	P	AT3G03200, AT5G17260	AT3G03200, AT5G17260
GO:0006650	glycerophospholipid metabolic process	141	6	0.7	7.8e-05	8.580e-03	P	AT1G62430, AT4G22340, AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT1G62430, AT4G22340, AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:2001057	reactive nitrogen species metabolic process	47	4	0.23	9e-05	9.713e-03	P	AT1G66200, AT3G17820, AT5G16570, AT5G37600	AT1G66200, AT3G17820, AT5G16570, AT5G37600
GO:0044242	cellular lipid catabolic process	91	5	0.45	9.5e-05	1.006e-02	P	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610
GO:0043436	oxoacid metabolic process	1326	18	6.63	0.00011	1.085e-02	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980
GO:0016311	dephosphorylation	291	8	1.45	0.00011	1.085e-02	P	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT5G09290, AT5G63990, AT5G64000	AT1G07230, AT2G26870, AT3G03530, AT3G03540, AT3G48610, AT5G09290, AT5G63990, AT5G64000
GO:0006082	organic acid metabolic process	1330	18	6.65	0.00011	1.085e-02	P	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G66200, AT1G76680, AT1G76690, AT2G01140, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G30950, AT4G38970, AT5G08300, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980
GO:0009611	response to wounding	217	7	1.08	0.00011	1.085e-02	P	AT1G76680, AT1G76690, AT2G20990, AT2G30490, AT2G37040, AT3G53260, AT5G13930	AT1G76680, AT1G76690, AT2G20990, AT2G30490, AT2G37040, AT3G53260, AT5G13930
GO:1901607	alpha-amino acid biosynthetic process	223	7	1.11	0.00013	1.260e-02	P	AT1G48470, AT1G66200, AT3G17820, AT3G48560, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT3G17820, AT3G48560, AT5G16570, AT5G35630, AT5G37600
GO:0018205	peptidyl-lysine modification	158	6	0.79	0.00015	1.407e-02	P	AT3G06910, AT3G21820, AT4G00690, AT4G15880, AT5G09740, AT5G64610	AT3G06910, AT3G21820, AT4G00690, AT4G15880, AT5G09740, AT5G64610
GO:0006105	succinate metabolic process	4	2	0.02	0.00015	1.407e-02	P	AT5G08300, AT5G23250	AT5G08300, AT5G23250
GO:0006520	cellular amino acid metabolic process	482	10	2.41	0.00016	1.476e-02	P	AT1G48470, AT1G66200, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT2G37040, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT5G16570, AT5G35630, AT5G37600
GO:0010035	response to inorganic substance	899	14	4.49	0.00017	1.543e-02	P	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT2G28190, AT2G37040, AT3G17820, AT4G14640, AT4G38970, AT5G08300, AT5G35630, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G76680, AT2G01140, AT2G28190, AT2G37040, AT3G17820, AT4G14640, AT4G38970, AT5G08300, AT5G35630, AT5G60390, AT5G63980
GO:0008652	cellular amino acid biosynthetic process	243	7	1.21	0.00023	1.993e-02	P	AT1G48470, AT1G66200, AT3G17820, AT3G48560, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT3G17820, AT3G48560, AT5G16570, AT5G35630, AT5G37600
GO:0048468	cell development	324	8	1.62	0.00023	1.993e-02	P	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT4G19600, AT5G37600, AT5G45190, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G74380, AT4G19600, AT5G37600, AT5G45190, AT5G60390
GO:0000904	cell morphogenesis involved in differentiation	244	7	1.22	0.00023	1.993e-02	P	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT4G19600, AT5G37600, AT5G45190, AT5G60390
GO:0046486	glycerolipid metabolic process	177	6	0.88	0.00027	2.305e-02	P	AT1G62430, AT4G22340, AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT1G62430, AT4G22340, AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0015979	photosynthesis	252	7	1.26	0.00028	2.355e-02	P	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430, AT4G30950, AT4G33520	AT1G29910, AT1G29920, AT1G29930, AT2G34420, AT2G34430, AT4G30950, AT4G33520
GO:0009411	response to UV	115	5	0.57	0.00029	2.404e-02	P	AT2G28190, AT2G37040, AT5G09740, AT5G13930, AT5G64610	AT2G28190, AT2G37040, AT5G09740, AT5G13930, AT5G64610
GO:0044710	single-organism metabolic process	5206	43	26.01	0.00031	2.533e-02	P	AT1G05100, AT1G07230, AT1G48050, AT1G48470, AT1G62430, AT1G66200, AT1G71990, AT1G76680, AT1G76690, AT2G01140, AT2G26870, AT2G28190, AT2G30490, AT2G32510, AT2G37040, AT3G03530, AT3G03540, AT3G10340, AT3G17820, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G21100, AT5G21105, AT5G23250, AT5G35630, AT5G37600, AT5G55090, AT5G63980, AT5G63990, AT5G64000, AT5G64610	AT1G05100, AT1G07230, AT1G48050, AT1G48470, AT1G62430, AT1G66200, AT1G71990, AT1G76680, AT1G76690, AT2G01140, AT2G26870, AT2G28190, AT2G30490, AT2G32510, AT2G37040, AT3G03530, AT3G03540, AT3G10340, AT3G17820, AT3G21820, AT3G48560, AT3G48610, AT3G53260, AT4G22340, AT4G26890, AT4G30950, AT4G33520, AT4G38970, AT5G08300, AT5G09290, AT5G09740, AT5G13930, AT5G16570, AT5G21100, AT5G21105, AT5G23250, AT5G35630, AT5G37600, AT5G55090, AT5G63980, AT5G63990, AT5G64000, AT5G64610
GO:0044711	single-organism biosynthetic process	1986	22	9.92	0.00033	2.659e-02	P	AT1G48470, AT1G62430, AT1G66200, AT1G71990, AT1G76680, AT1G76690, AT2G30490, AT2G37040, AT3G03540, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G22340, AT4G30950, AT5G08300, AT5G13930, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980	AT1G48470, AT1G62430, AT1G66200, AT1G71990, AT1G76680, AT1G76690, AT2G30490, AT2G37040, AT3G03540, AT3G10340, AT3G17820, AT3G48560, AT3G53260, AT4G22340, AT4G30950, AT5G08300, AT5G13930, AT5G16570, AT5G23250, AT5G35630, AT5G37600, AT5G63980
GO:0046836	glycolipid transport	6	2	0.03	0.00037	2.939e-02	P	AT2G34690, AT4G39670	AT2G34690, AT4G39670
GO:0072330	monocarboxylic acid biosynthetic process	275	7	1.37	0.00048	3.761e-02	P	AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G53260, AT4G30950, AT5G63980	AT1G76680, AT1G76690, AT2G37040, AT3G10340, AT3G53260, AT4G30950, AT5G63980
GO:0009769	photosynthesis, light harvesting in photosystem II	7	2	0.03	0.00051	3.942e-02	P	AT2G34420, AT2G34430	AT2G34420, AT2G34430
GO:0048589	developmental growth	472	9	2.36	0.00063	4.805e-02	P	AT1G07920, AT1G07930, AT1G07940, AT1G62430, AT1G74380, AT4G22340, AT5G37600, AT5G60390, AT5G63980	AT1G07920, AT1G07930, AT1G07940, AT1G62430, AT1G74380, AT4G22340, AT5G37600, AT5G60390, AT5G63980
GO:0046488	phosphatidylinositol metabolic process	82	4	0.41	0.00077	5.795e-02	P	AT5G09290, AT5G63980, AT5G63990, AT5G64000	AT5G09290, AT5G63980, AT5G63990, AT5G64000
GO:0009699	phenylpropanoid biosynthetic process	145	5	0.72	0.00082	6.091e-02	P	AT2G30490, AT2G37040, AT3G10340, AT3G53260, AT5G13930	AT2G30490, AT2G37040, AT3G10340, AT3G53260, AT5G13930
GO:0045165	cell fate commitment	86	4	0.43	0.00092	6.747e-02	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
