GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0006829	zinc II ion transport	37	3	0.08	6.6e-05	3.432e-02	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0006950	response to stress	3567	19	7.54	7.6e-05	3.623e-02	P	AT1G05240, AT1G05250, AT1G05260, AT2G35960, AT2G35970, AT3G01190, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G09590, AT4G11290, AT5G05657, AT5G05660, AT5G06330, AT5G15180, AT5G22200, AT5G42900, AT5G53730	AT1G05240, AT1G05250, AT1G05260, AT2G35960, AT2G35970, AT3G01190, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G09590, AT4G11290, AT5G05657, AT5G05660, AT5G06330, AT5G15180, AT5G22200, AT5G42900, AT5G53730
GO:0050896	response to stimulus	6373	26	13.47	2e-04	8.800e-02	P	AT1G05240, AT1G05250, AT1G05260, AT1G60960, AT1G67940, AT2G35960, AT2G35970, AT3G01190, AT3G07230, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G09590, AT4G11290, AT4G19600, AT4G33020, AT4G33980, AT5G05657, AT5G05660, AT5G06330, AT5G15180, AT5G22200, AT5G42900, AT5G45190, AT5G53730	AT1G05240, AT1G05250, AT1G05260, AT1G60960, AT1G67940, AT2G35960, AT2G35970, AT3G01190, AT3G07230, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G09590, AT4G11290, AT4G19600, AT4G33020, AT4G33980, AT5G05657, AT5G05660, AT5G06330, AT5G15180, AT5G22200, AT5G42900, AT5G45190, AT5G53730
GO:0050789	regulation of biological process	5923	24	12.52	0.00047	1.830e-01	P	AT1G19260, AT1G41920, AT1G42710, AT2G06541, AT2G35960, AT2G35970, AT3G11660, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT3G44220, AT3G52470, AT4G09590, AT4G09660, AT4G19600, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G22200, AT5G45190, AT5G53730	AT1G19260, AT1G41920, AT1G42710, AT2G06541, AT2G35960, AT2G35970, AT3G11660, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT3G44220, AT3G52470, AT4G09590, AT4G09660, AT4G19600, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G22200, AT5G45190, AT5G53730
GO:0065007	biological regulation	6714	26	14.19	0.00048	1.830e-01	P	AT1G19260, AT1G41920, AT1G42710, AT1G60960, AT1G68730, AT2G06541, AT2G35960, AT2G35970, AT3G11660, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT3G44220, AT3G52470, AT4G09590, AT4G09660, AT4G19600, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G22200, AT5G45190, AT5G53730	AT1G19260, AT1G41920, AT1G42710, AT1G60960, AT1G68730, AT2G06541, AT2G35960, AT2G35970, AT3G11660, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT3G44220, AT3G52470, AT4G09590, AT4G09660, AT4G19600, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G22200, AT5G45190, AT5G53730
GO:0009615	response to virus	82	3	0.17	7e-04	2.502e-01	P	AT3G11660, AT4G19600, AT5G45190	AT3G11660, AT4G19600, AT5G45190
GO:0071555	cell wall organization	554	6	1.17	0.00109	3.668e-01	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180
GO:0044712	single-organism catabolic process	777	7	1.64	0.0012	3.763e-01	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT3G21770, AT4G11290, AT5G15180
GO:0000041	transition metal ion transport	100	3	0.21	0.00125	3.763e-01	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0044763	single-organism cellular process	8410	29	17.78	0.00136	3.890e-01	P	AT1G05240, AT1G05250, AT1G05260, AT1G10970, AT1G60960, AT1G68730, AT1G73020, AT2G35960, AT2G35970, AT3G01190, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G00290, AT4G09590, AT4G11290, AT4G17300, AT4G19600, AT4G33020, AT4G34120, AT4G36910, AT5G05657, AT5G06330, AT5G09820, AT5G15180, AT5G22200, AT5G45190, AT5G53730	AT1G05240, AT1G05250, AT1G05260, AT1G10970, AT1G60960, AT1G68730, AT1G73020, AT2G35960, AT2G35970, AT3G01190, AT3G11660, AT3G21770, AT3G44220, AT3G52470, AT4G00290, AT4G09590, AT4G11290, AT4G17300, AT4G19600, AT4G33020, AT4G34120, AT4G36910, AT5G05657, AT5G06330, AT5G09820, AT5G15180, AT5G22200, AT5G45190, AT5G53730
GO:0045229	external encapsulating structure organization	590	6	1.25	0.0015	4.086e-01	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180
GO:0006952	defense response	1616	10	3.42	0.00186	4.836e-01	P	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730
GO:0070838	divalent metal ion transport	126	3	0.27	0.00242	6.018e-01	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0072511	divalent inorganic cation transport	128	3	0.27	0.00253	6.030e-01	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0071554	cell wall organization or biogenesis	732	6	1.55	0.00437	9.999e-01	P	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT3G01190, AT4G11290, AT5G15180
GO:0098660	inorganic ion transmembrane transport	346	4	0.73	0.00615	1.000e+00	P	AT1G10970, AT1G60960, AT1G73020, AT4G33020	AT1G10970, AT1G60960, AT1G73020, AT4G33020
GO:0010090	trichome morphogenesis	61	2	0.13	0.00741	1.000e+00	P	AT4G19600, AT5G45190	AT4G19600, AT5G45190
GO:0007165	signal transduction	2026	10	4.28	0.00924	1.000e+00	P	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730
