GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0009914	hormone transport	120	7	0.39	1.3e-07	6.760e-05	P	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830
GO:0044765	single-organism transport	2119	23	6.84	1.5e-07	7.150e-05	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970
GO:0009966	regulation of signal transduction	265	9	0.86	1.9e-07	8.360e-05	P	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500
GO:1902578	single-organism localization	2160	23	6.97	2.1e-07	8.389e-05	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970
GO:0023051	regulation of signaling	269	9	0.87	2.2e-07	8.389e-05	P	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500
GO:0010646	regulation of cell communication	273	9	0.88	2.5e-07	8.748e-05	P	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08500
GO:0040007	growth	678	13	2.19	2.6e-07	8.748e-05	P	AT1G75500, AT1G75820, AT2G06850, AT2G47000, AT3G01470, AT3G49670, AT4G08500, AT4G16780, AT4G20270, AT5G10360, AT5G26240, AT5G47370, AT5G65700	AT1G75500, AT1G75820, AT2G06850, AT2G47000, AT3G01470, AT3G49670, AT4G08500, AT4G16780, AT4G20270, AT5G10360, AT5G26240, AT5G47370, AT5G65700
GO:0048589	developmental growth	472	11	1.52	3.5e-07	1.112e-04	P	AT1G75500, AT1G75820, AT2G06850, AT2G47000, AT3G49670, AT4G08500, AT4G16780, AT4G20270, AT5G26240, AT5G47370, AT5G65700	AT1G75500, AT1G75820, AT2G06850, AT2G47000, AT3G49670, AT4G08500, AT4G16780, AT4G20270, AT5G26240, AT5G47370, AT5G65700
GO:0009734	auxin-activated signaling pathway	214	8	0.69	4.7e-07	1.415e-04	P	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT5G47370	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT5G47370
GO:0009247	glycolipid biosynthetic process	49	5	0.16	5.3e-07	1.516e-04	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0055085	transmembrane transport	1130	16	3.65	5.7e-07	1.553e-04	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT5G26240, AT5G46540, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT5G26240, AT5G46540, AT5G64970
GO:0071365	cellular response to auxin stimulus	229	8	0.74	7.8e-07	1.965e-04	P	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT5G47370	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT5G47370
GO:0005975	carbohydrate metabolic process	1309	17	4.23	7.9e-07	1.965e-04	P	AT1G07110, AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G55120, AT2G06850, AT2G32090, AT2G36190, AT3G13784, AT3G13790, AT3G52600, AT4G37870, AT5G13870, AT5G41040, AT5G65690	AT1G07110, AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G55120, AT2G06850, AT2G32090, AT2G36190, AT3G13784, AT3G13790, AT3G52600, AT4G37870, AT5G13870, AT5G41040, AT5G65690
GO:0009926	auxin polar transport	101	6	0.33	9.4e-07	2.240e-04	P	AT1G02520, AT1G02530, AT2G47000, AT3G62150, AT4G01820, AT4G01830	AT1G02520, AT1G02530, AT2G47000, AT3G62150, AT4G01820, AT4G01830
GO:0009733	response to auxin	435	10	1.4	1.4e-06	3.203e-04	P	AT1G02520, AT1G02530, AT1G75500, AT2G06850, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G16780, AT5G47370	AT1G02520, AT1G02530, AT1G75500, AT2G06850, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G16780, AT5G47370
GO:0035266	meristem growth	63	5	0.2	1.9e-06	4.180e-04	P	AT1G75820, AT3G49670, AT4G08500, AT4G20270, AT5G65700	AT1G75820, AT3G49670, AT4G08500, AT4G20270, AT5G65700
GO:0006664	glycolipid metabolic process	67	5	0.22	2.6e-06	5.508e-04	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:1903509	liposaccharide metabolic process	70	5	0.23	3.2e-06	6.537e-04	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0007169	transmembrane receptor protein tyrosine kinase signaling pathway	130	6	0.42	4.1e-06	8.087e-04	P	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700
GO:0007167	enzyme linked receptor protein signaling pathway	138	6	0.45	5.8e-06	1.106e-03	P	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700
GO:0046467	membrane lipid biosynthetic process	82	5	0.26	7e-06	1.292e-03	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0016310	phosphorylation	1548	17	5	7.6e-06	1.359e-03	P	AT1G04280, AT1G06750, AT1G07110, AT1G12460, AT1G49170, AT1G62950, AT1G75820, AT2G30630, AT3G48190, AT3G49670, AT4G08470, AT4G08480, AT4G08500, AT4G20270, AT4G37870, AT5G65690, AT5G65700	AT1G04280, AT1G06750, AT1G07110, AT1G12460, AT1G49170, AT1G62950, AT1G75820, AT2G30630, AT3G48190, AT3G49670, AT4G08470, AT4G08480, AT4G08500, AT4G20270, AT4G37870, AT5G65690, AT5G65700
GO:0006810	transport	2699	23	8.71	9.9e-06	1.634e-03	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970
GO:0010480	microsporocyte differentiation	2	2	0.01	1e-05	1.634e-03	P	AT3G49670, AT5G65700	AT3G49670, AT5G65700
GO:1902065	response to L-glutamate	2	2	0.01	1e-05	1.634e-03	P	AT4G08480, AT4G08500	AT4G08480, AT4G08500
GO:0051234	establishment of localization	2730	23	8.81	1.2e-05	1.907e-03	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970
GO:0048583	regulation of response to stimulus	572	10	1.85	1.6e-05	2.408e-03	P	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500	AT1G02520, AT1G02530, AT1G75500, AT1G75820, AT2G47000, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500
GO:0010075	regulation of meristem growth	47	4	0.15	1.6e-05	2.408e-03	P	AT1G75820, AT3G49670, AT4G20270, AT5G65700	AT1G75820, AT3G49670, AT4G20270, AT5G65700
GO:0042908	xenobiotic transport	16	3	0.05	1.8e-05	2.640e-03	P	AT2G47000, AT2G47800, AT3G62700	AT2G47000, AT2G47800, AT3G62700
GO:0044699	single-organism process	11098	55	35.83	2e-05	2.860e-03	P	AT1G02520, AT1G02530, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G01470, AT3G18200, AT3G48050, AT3G48190, AT3G49670, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G18050, AT4G20270, AT4G32390, AT4G37870, AT5G02080, AT5G10360, AT5G11230, AT5G14980, AT5G19290, AT5G25400, AT5G26240, AT5G41040, AT5G46540, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700	AT1G02520, AT1G02530, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G01470, AT3G18200, AT3G48050, AT3G48190, AT3G49670, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G18050, AT4G20270, AT4G32390, AT4G37870, AT5G02080, AT5G10360, AT5G11230, AT5G14980, AT5G19290, AT5G25400, AT5G26240, AT5G41040, AT5G46540, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700
GO:0009987	cellular process	15094	67	48.73	2.1e-05	2.930e-03	P	AT1G02520, AT1G02530, AT1G04170, AT1G04280, AT1G06750, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G49170, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G30630, AT2G36190, AT2G36370, AT2G44910, AT2G47000, AT2G47800, AT3G01470, AT3G14400, AT3G18200, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G53210, AT3G57000, AT3G60390, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G18050, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G26240, AT5G41040, AT5G46540, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700	AT1G02520, AT1G02530, AT1G04170, AT1G04280, AT1G06750, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G49170, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G30630, AT2G36190, AT2G36370, AT2G44910, AT2G47000, AT2G47800, AT3G01470, AT3G14400, AT3G18200, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G53210, AT3G57000, AT3G60390, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G18050, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G26240, AT5G41040, AT5G46540, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700
GO:0051179	localization	2837	23	9.16	2.2e-05	2.996e-03	P	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970	AT1G02520, AT1G02530, AT1G75500, AT1G78180, AT2G25520, AT2G30330, AT2G36190, AT2G47000, AT2G47800, AT3G18200, AT3G53210, AT3G62150, AT3G62700, AT4G01820, AT4G01830, AT4G18050, AT4G32390, AT5G11230, AT5G25400, AT5G26240, AT5G46540, AT5G55000, AT5G64970
GO:0009311	oligosaccharide metabolic process	109	5	0.35	2.8e-05	3.725e-03	P	AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT2G36190	AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT2G36190
GO:0048533	sporocyte differentiation	3	2	0.01	3.1e-05	4.030e-03	P	AT3G49670, AT5G65700	AT3G49670, AT5G65700
GO:0010817	regulation of hormone levels	278	7	0.9	3.3e-05	4.195e-03	P	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830	AT1G02520, AT1G02530, AT1G75500, AT2G47000, AT3G62150, AT4G01820, AT4G01830
GO:0009641	shade avoidance	20	3	0.06	3.6e-05	4.290e-03	P	AT2G44910, AT4G16780, AT5G47370	AT2G44910, AT4G16780, AT5G47370
GO:0009934	regulation of meristem structural organization	20	3	0.06	3.6e-05	4.290e-03	P	AT1G75820, AT3G49670, AT5G65700	AT1G75820, AT3G49670, AT5G65700
GO:0006643	membrane lipid metabolic process	115	5	0.37	3.6e-05	4.290e-03	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0044238	primary metabolic process	11638	56	37.57	4e-05	4.669e-03	P	AT1G04170, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G55120, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G32090, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G13784, AT3G13790, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G52600, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G14980, AT5G19290, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G64970, AT5G65690, AT5G65700	AT1G04170, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G55120, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G32090, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G13784, AT3G13790, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G52600, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G14980, AT5G19290, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G64970, AT5G65690, AT5G65700
GO:0010073	meristem maintenance	120	5	0.39	4.4e-05	5.034e-03	P	AT1G75820, AT3G49670, AT4G17460, AT4G20270, AT5G65700	AT1G75820, AT3G49670, AT4G17460, AT4G20270, AT5G65700
GO:0009312	oligosaccharide biosynthetic process	61	4	0.2	4.6e-05	5.159e-03	P	AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0008654	phospholipid biosynthetic process	138	5	0.45	8.6e-05	9.460e-03	P	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210	AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210
GO:0007166	cell surface receptor signaling pathway	232	6	0.75	0.00011	1.187e-02	P	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700	AT1G12460, AT1G62950, AT1G75820, AT3G49670, AT4G20270, AT5G65700
GO:0071704	organic substance metabolic process	12345	57	39.85	0.00012	1.271e-02	P	AT1G04170, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G55120, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G32090, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G13784, AT3G13790, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G52600, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G14980, AT5G19290, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700	AT1G04170, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G55120, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G32090, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G13784, AT3G13790, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G52600, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G14980, AT5G19290, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700
GO:0016051	carbohydrate biosynthetic process	349	7	1.13	0.00014	1.430e-02	P	AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT4G37870, AT5G41040, AT5G65690	AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT4G37870, AT5G41040, AT5G65690
GO:0048507	meristem development	243	6	0.78	0.00014	1.430e-02	P	AT1G75820, AT3G49670, AT4G08500, AT4G17460, AT4G20270, AT5G65700	AT1G75820, AT3G49670, AT4G08500, AT4G17460, AT4G20270, AT5G65700
GO:0044723	single-organism carbohydrate metabolic process	764	10	2.47	0.00017	1.706e-02	P	AT1G07110, AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT2G36190, AT4G37870, AT5G41040, AT5G65690	AT1G07110, AT1G11880, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT2G36190, AT4G37870, AT5G41040, AT5G65690
GO:0060919	auxin influx	7	2	0.02	0.00021	2.071e-02	P	AT2G47000, AT3G62150	AT2G47000, AT3G62150
GO:0007165	signal transduction	2026	17	6.54	0.00022	2.133e-02	P	AT1G02520, AT1G02530, AT1G12460, AT1G62950, AT1G75500, AT1G75820, AT2G47000, AT3G49670, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G20270, AT5G47370, AT5G65700	AT1G02520, AT1G02530, AT1G12460, AT1G62950, AT1G75500, AT1G75820, AT2G47000, AT3G49670, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G20270, AT5G47370, AT5G65700
GO:0044237	cellular metabolic process	11644	54	37.59	0.00024	2.288e-02	P	AT1G04170, AT1G04280, AT1G06750, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G49170, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G30630, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700	AT1G04170, AT1G04280, AT1G06750, AT1G07110, AT1G11880, AT1G12350, AT1G12460, AT1G24793, AT1G25054, AT1G25145, AT1G25210, AT1G32340, AT1G49170, AT1G60900, AT1G62950, AT1G75500, AT1G75820, AT1G78180, AT2G01730, AT2G06850, AT2G30630, AT2G36190, AT2G36370, AT2G44910, AT3G01470, AT3G14400, AT3G46640, AT3G48050, AT3G48060, AT3G48190, AT3G49670, AT3G57000, AT3G60390, AT4G08470, AT4G08480, AT4G08500, AT4G16780, AT4G17460, AT4G20270, AT4G27340, AT4G36690, AT4G37870, AT5G02080, AT5G06710, AT5G10360, AT5G13870, AT5G41040, AT5G47370, AT5G55000, AT5G59570, AT5G63560, AT5G64970, AT5G65690, AT5G65700
GO:0044700	single organism signaling	2066	17	6.67	0.00028	2.583e-02	P	AT1G02520, AT1G02530, AT1G12460, AT1G62950, AT1G75500, AT1G75820, AT2G47000, AT3G49670, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G20270, AT5G47370, AT5G65700	AT1G02520, AT1G02530, AT1G12460, AT1G62950, AT1G75500, AT1G75820, AT2G47000, AT3G49670, AT3G62150, AT4G01820, AT4G01830, AT4G08480, AT4G08500, AT4G16780, AT4G20270, AT5G47370, AT5G65700
