GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0051234	establishment of localization	2730	54	16.89	2.5e-15	1.300e-12	P	AT1G12090, AT1G12100, AT1G17840, AT1G19450, AT1G55840, AT1G62500, AT1G62510, AT1G75220, AT1G80660, AT2G02040, AT2G05760, AT2G07560, AT2G10940, AT2G13820, AT2G18960, AT2G24520, AT2G27130, AT2G34190, AT2G45180, AT2G48130, AT3G22120, AT3G22580, AT3G22600, AT3G42640, AT3G43720, AT3G46980, AT3G54140, AT4G00165, AT4G08670, AT4G12470, AT4G12480, AT4G12490, AT4G12500, AT4G12510, AT4G12520, AT4G12530, AT4G12550, AT4G14815, AT4G15160, AT4G22460, AT4G22490, AT4G22520, AT4G26590, AT4G27040, AT4G30190, AT5G01180, AT5G09370, AT5G46860, AT5G46890, AT5G46900, AT5G47730, AT5G55930, AT5G57350, AT5G64080	AT1G12090, AT1G12100, AT1G17840, AT1G19450, AT1G55840, AT1G62500, AT1G62510, AT1G75220, AT1G80660, AT2G02040, AT2G05760, AT2G07560, AT2G10940, AT2G13820, AT2G18960, AT2G24520, AT2G27130, AT2G34190, AT2G45180, AT2G48130, AT3G22120, AT3G22580, AT3G22600, AT3G42640, AT3G43720, AT3G46980, AT3G54140, AT4G00165, AT4G08670, AT4G12470, AT4G12480, AT4G12490, AT4G12500, AT4G12510, AT4G12520, AT4G12530, AT4G12550, AT4G14815, AT4G15160, AT4G22460, AT4G22490, AT4G22520, AT4G26590, AT4G27040, AT4G30190, AT5G01180, AT5G09370, AT5G46860, AT5G46890, AT5G46900, AT5G47730, AT5G55930, AT5G57350, AT5G64080
GO:0051179	localization	2837	54	17.55	1.2e-14	5.720e-12	P	AT1G12090, AT1G12100, AT1G17840, AT1G19450, AT1G55840, AT1G62500, AT1G62510, AT1G75220, AT1G80660, AT2G02040, AT2G05760, AT2G07560, AT2G10940, AT2G13820, AT2G18960, AT2G24520, AT2G27130, AT2G34190, AT2G45180, AT2G48130, AT3G22120, AT3G22580, AT3G22600, AT3G42640, AT3G43720, AT3G46980, AT3G54140, AT4G00165, AT4G08670, AT4G12470, AT4G12480, AT4G12490, AT4G12500, AT4G12510, AT4G12520, AT4G12530, AT4G12550, AT4G14815, AT4G15160, AT4G22460, AT4G22490, AT4G22520, AT4G26590, AT4G27040, AT4G30190, AT5G01180, AT5G09370, AT5G46860, AT5G46890, AT5G46900, AT5G47730, AT5G55930, AT5G57350, AT5G64080	AT1G12090, AT1G12100, AT1G17840, AT1G19450, AT1G55840, AT1G62500, AT1G62510, AT1G75220, AT1G80660, AT2G02040, AT2G05760, AT2G07560, AT2G10940, AT2G13820, AT2G18960, AT2G24520, AT2G27130, AT2G34190, AT2G45180, AT2G48130, AT3G22120, AT3G22580, AT3G22600, AT3G42640, AT3G43720, AT3G46980, AT3G54140, AT4G00165, AT4G08670, AT4G12470, AT4G12480, AT4G12490, AT4G12500, AT4G12510, AT4G12520, AT4G12530, AT4G12550, AT4G14815, AT4G15160, AT4G22460, AT4G22490, AT4G22520, AT4G26590, AT4G27040, AT4G30190, AT5G01180, AT5G09370, AT5G46860, AT5G46890, AT5G46900, AT5G47730, AT5G55930, AT5G57350, AT5G64080
GO:0045493	xylan catabolic process	10	7	0.06	3.6e-14	1.584e-11	P	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0006542	glutamine biosynthetic process	7	6	0.04	3.6e-13	1.471e-10	P	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600
GO:0042744	hydrogen peroxide catabolic process	86	11	0.53	5.9e-12	2.250e-09	P	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120
GO:0042743	hydrogen peroxide metabolic process	108	11	0.67	7.4e-11	2.646e-08	P	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120
GO:0044712	single-organism catabolic process	777	24	4.81	9.2e-11	3.096e-08	P	AT1G02640, AT1G05240, AT1G05250, AT1G05260, AT1G53280, AT1G78060, AT2G41480, AT3G01190, AT3G14990, AT3G21770, AT3G52200, AT4G11290, AT4G20070, AT4G34890, AT4G39120, AT5G09700, AT5G09730, AT5G10560, AT5G15180, AT5G39580, AT5G49360, AT5G64110, AT5G64120, AT5G64570	AT1G02640, AT1G05240, AT1G05250, AT1G05260, AT1G53280, AT1G78060, AT2G41480, AT3G01190, AT3G14990, AT3G21770, AT3G52200, AT4G11290, AT4G20070, AT4G34890, AT4G39120, AT5G09700, AT5G09730, AT5G10560, AT5G15180, AT5G39580, AT5G49360, AT5G64110, AT5G64120, AT5G64570
GO:0072593	reactive oxygen species metabolic process	169	12	1.05	6.9e-10	2.193e-07	P	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT4G34890, AT5G15180, AT5G39580, AT5G64110, AT5G64120	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT3G21770, AT4G11290, AT4G34890, AT5G15180, AT5G39580, AT5G64110, AT5G64120
GO:0009084	glutamine family amino acid biosynthetic process	34	7	0.21	1.4e-09	4.215e-07	P	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600, AT5G53460	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600, AT5G53460
GO:0030641	regulation of cellular pH	39	7	0.24	4e-09	1.090e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0051453	regulation of intracellular pH	39	7	0.24	4e-09	1.090e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0009399	nitrogen fixation	5	4	0.03	7e-09	1.820e-06	P	AT1G48470, AT1G66200, AT5G16570, AT5G37600	AT1G48470, AT1G66200, AT5G16570, AT5G37600
GO:0045491	xylan metabolic process	45	7	0.28	1.1e-08	2.736e-06	P	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0006541	glutamine metabolic process	47	7	0.29	1.6e-08	3.813e-06	P	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600, AT5G53460	AT1G48470, AT1G66200, AT3G17820, AT5G16570, AT5G35630, AT5G37600, AT5G53460
GO:0006754	ATP biosynthetic process	49	7	0.3	2.1e-08	4.805e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0030004	cellular monovalent inorganic cation homeostasis	50	7	0.31	2.4e-08	5.280e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0044281	small molecule metabolic process	1964	34	12.15	3.5e-08	7.415e-06	P	AT1G48470, AT1G53280, AT1G66200, AT1G79750, AT1G80660, AT2G07560, AT2G18960, AT2G19900, AT2G24520, AT2G30490, AT2G33840, AT3G14990, AT3G17820, AT3G19820, AT3G42640, AT3G52200, AT4G20070, AT4G30190, AT4G34890, AT4G34900, AT4G37870, AT4G39120, AT5G04490, AT5G11670, AT5G13420, AT5G16570, AT5G25880, AT5G35630, AT5G37600, AT5G49650, AT5G53460, AT5G55810, AT5G57350, AT5G65690	AT1G48470, AT1G53280, AT1G66200, AT1G79750, AT1G80660, AT2G07560, AT2G18960, AT2G19900, AT2G24520, AT2G30490, AT2G33840, AT3G14990, AT3G17820, AT3G19820, AT3G42640, AT3G52200, AT4G20070, AT4G30190, AT4G34890, AT4G34900, AT4G37870, AT4G39120, AT5G04490, AT5G11670, AT5G13420, AT5G16570, AT5G25880, AT5G35630, AT5G37600, AT5G49650, AT5G53460, AT5G55810, AT5G57350, AT5G65690
GO:0009664	plant-type cell wall organization	154	10	0.95	4.4e-08	8.857e-06	P	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120	AT1G05240, AT1G05250, AT1G05260, AT2G41480, AT3G01190, AT4G11290, AT5G15180, AT5G39580, AT5G64110, AT5G64120
GO:0006979	response to oxidative stress	475	16	2.94	4.7e-08	8.857e-06	P	AT1G05240, AT1G05250, AT1G05260, AT1G52760, AT1G53280, AT2G41480, AT3G01190, AT3G14990, AT3G21770, AT4G11290, AT4G34890, AT5G09830, AT5G15180, AT5G39580, AT5G64110, AT5G64120	AT1G05240, AT1G05250, AT1G05260, AT1G52760, AT1G53280, AT2G41480, AT3G01190, AT3G14990, AT3G21770, AT4G11290, AT4G34890, AT5G09830, AT5G15180, AT5G39580, AT5G64110, AT5G64120
GO:0009145	purine nucleoside triphosphate biosynthetic process	55	7	0.34	4.8e-08	8.857e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0009206	purine ribonucleoside triphosphate biosynthetic process	55	7	0.34	4.8e-08	8.857e-06	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0044710	single-organism metabolic process	5206	61	32.21	1.1e-07	1.966e-05	P	AT1G02640, AT1G05240, AT1G05250, AT1G05260, AT1G09450, AT1G48470, AT1G52760, AT1G53280, AT1G66200, AT1G78060, AT1G79750, AT1G80660, AT1G80950, AT2G07560, AT2G18960, AT2G19900, AT2G24520, AT2G30490, AT2G32640, AT2G33840, AT2G41480, AT3G01190, AT3G04020, AT3G14990, AT3G17590, AT3G17820, AT3G19820, AT3G21770, AT3G23890, AT3G42640, AT3G52200, AT4G11290, AT4G20070, AT4G30190, AT4G34890, AT4G34900, AT4G37870, AT4G39120, AT5G04490, AT5G09700, AT5G09730, AT5G10560, AT5G11670, AT5G13420, AT5G13700, AT5G15180, AT5G16570, AT5G25880, AT5G35630, AT5G37600, AT5G39580, AT5G49360, AT5G49650, AT5G53460, AT5G55810, AT5G57350, AT5G62030, AT5G64110, AT5G64120, AT5G64570, AT5G65690	AT1G02640, AT1G05240, AT1G05250, AT1G05260, AT1G09450, AT1G48470, AT1G52760, AT1G53280, AT1G66200, AT1G78060, AT1G79750, AT1G80660, AT1G80950, AT2G07560, AT2G18960, AT2G19900, AT2G24520, AT2G30490, AT2G32640, AT2G33840, AT2G41480, AT3G01190, AT3G04020, AT3G14990, AT3G17590, AT3G17820, AT3G19820, AT3G21770, AT3G23890, AT3G42640, AT3G52200, AT4G11290, AT4G20070, AT4G30190, AT4G34890, AT4G34900, AT4G37870, AT4G39120, AT5G04490, AT5G09700, AT5G09730, AT5G10560, AT5G11670, AT5G13420, AT5G13700, AT5G15180, AT5G16570, AT5G25880, AT5G35630, AT5G37600, AT5G39580, AT5G49360, AT5G49650, AT5G53460, AT5G55810, AT5G57350, AT5G62030, AT5G64110, AT5G64120, AT5G64570, AT5G65690
GO:0009808	lignin metabolic process	96	8	0.59	1.5e-07	2.600e-05	P	AT1G05240, AT1G05250, AT1G52760, AT2G30490, AT2G41480, AT3G19820, AT5G13420, AT5G64120	AT1G05240, AT1G05250, AT1G52760, AT2G30490, AT2G41480, AT3G19820, AT5G13420, AT5G64120
GO:0009201	ribonucleoside triphosphate biosynthetic process	65	7	0.4	1.6e-07	2.692e-05	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0006885	regulation of pH	66	7	0.41	1.7e-07	2.778e-05	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0009142	nucleoside triphosphate biosynthetic process	69	7	0.43	2.4e-07	3.813e-05	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0044724	single-organism carbohydrate catabolic process	109	8	0.67	4e-07	6.184e-05	P	AT1G02640, AT1G78060, AT3G52200, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT3G52200, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0009127	purine nucleoside monophosphate biosynthetic process	78	7	0.48	5.6e-07	8.213e-05	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
GO:0009168	purine ribonucleoside monophosphate biosynthetic process	78	7	0.48	5.6e-07	8.213e-05	P	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350	AT1G80660, AT2G07560, AT2G18960, AT2G24520, AT3G42640, AT4G30190, AT5G57350
