GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0044699	single-organism process	11098	34	22.61	0.0013	2.479e-01	P	AT1G05240, AT1G05250, AT1G05260, AT1G10970, AT1G60960, AT1G73020, AT2G35960, AT2G35970, AT2G41110, AT3G01190, AT3G11660, AT3G18524, AT3G21770, AT3G44220, AT3G52470, AT3G56800, AT4G00290, AT4G09590, AT4G11290, AT4G14640, AT4G17300, AT4G19600, AT4G33020, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G09820, AT5G15180, AT5G21274, AT5G22200, AT5G45190, AT5G53730	AT1G05240, AT1G05250, AT1G05260, AT1G10970, AT1G60960, AT1G73020, AT2G35960, AT2G35970, AT2G41110, AT3G01190, AT3G11660, AT3G18524, AT3G21770, AT3G44220, AT3G52470, AT3G56800, AT4G00290, AT4G09590, AT4G11290, AT4G14640, AT4G17300, AT4G19600, AT4G33020, AT4G34120, AT4G36910, AT5G05657, AT5G05660, AT5G06330, AT5G09820, AT5G15180, AT5G21274, AT5G22200, AT5G45190, AT5G53730
GO:0006952	defense response	1616	10	3.29	0.00139	2.565e-01	P	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730	AT2G35960, AT2G35970, AT3G11660, AT3G44220, AT3G52470, AT4G09590, AT5G05657, AT5G06330, AT5G22200, AT5G53730
GO:0051716	cellular response to stimulus	2956	14	6.02	0.00189	3.293e-01	P	AT2G35960, AT2G35970, AT3G11660, AT3G18524, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730	AT2G35960, AT2G35970, AT3G11660, AT3G18524, AT3G44220, AT3G52470, AT3G56800, AT4G09590, AT4G14640, AT5G05657, AT5G06330, AT5G21274, AT5G22200, AT5G53730
GO:0009056	catabolic process	1985	11	4.04	0.0019	3.293e-01	P	AT1G05240, AT1G05250, AT1G05260, AT2G36370, AT2G41110, AT3G01190, AT3G21770, AT4G11290, AT5G09760, AT5G15180, AT5G64640	AT1G05240, AT1G05250, AT1G05260, AT2G36370, AT2G41110, AT3G01190, AT3G21770, AT4G11290, AT5G09760, AT5G15180, AT5G64640
GO:0070838	divalent metal ion transport	126	3	0.26	0.00218	3.464e-01	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0072511	divalent inorganic cation transport	128	3	0.26	0.00228	3.525e-01	P	AT1G10970, AT1G60960, AT4G33020	AT1G10970, AT1G60960, AT4G33020
GO:0098660	inorganic ion transmembrane transport	346	4	0.7	0.00539	7.170e-01	P	AT1G10970, AT1G60960, AT1G73020, AT4G33020	AT1G10970, AT1G60960, AT1G73020, AT4G33020
GO:0051726	regulation of cell cycle	183	3	0.37	0.00619	7.868e-01	P	AT3G18524, AT4G19600, AT5G45190	AT3G18524, AT4G19600, AT5G45190
GO:0010090	trichome morphogenesis	61	2	0.12	0.0069	8.580e-01	P	AT4G19600, AT5G45190	AT4G19600, AT5G45190
GO:0019219	regulation of nucleobase-containing compound metabolic process	2706	12	5.51	0.00722	8.787e-01	P	AT1G19260, AT1G41920, AT1G42710, AT2G06541, AT3G18524, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT4G09660, AT4G19600, AT5G05660	AT1G19260, AT1G41920, AT1G42710, AT2G06541, AT3G18524, AT3G29450, AT3G29763, AT3G29765, AT3G31402, AT4G09660, AT4G19600, AT5G05660
GO:0044248	cellular catabolic process	1462	8	2.98	0.00905	1.000e+00	P	AT1G05240, AT1G05250, AT1G05260, AT2G36370, AT3G01190, AT3G21770, AT4G11290, AT5G15180	AT1G05240, AT1G05250, AT1G05260, AT2G36370, AT3G01190, AT3G21770, AT4G11290, AT5G15180
