output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C4_MYBrelated_8	NA	C4_MYBrelated_8	C_	277	8.05526	22	9.93398	40	-0.27619	1.85199e-65	True
_C2_Trihelix_27-C3_Trihelix_40	NA	C2_Trihelix_27-C3_Trihelix_40	C_	371	11.07434	68	7.06357	14	0.67441	2.99811e-114	True
_C2_WRKY_1-C3_WRKY_10	NA	C2_WRKY_1-C3_WRKY_10	C_	183	15.33254	65	8.10272	12	0.86991	3.02788e-110	True
_C2_Trihelix_19-C3_Trihelix_33	NA	C2_Trihelix_19-C3_Trihelix_33	C_	299	11.67476	55	6.91744	15	0.65826	2.62866e-109	True
_C2_Trihelix_17-C3_Trihelix_31	NA	C2_Trihelix_17-C3_Trihelix_31	C_	142	11.59024	24	6.17657	5	0.89267	1.41348e-102	True
_C2_Trihelix_8-C3_Trihelix_5	NA	C2_Trihelix_8-C3_Trihelix_5	C_	426	11.4565	82	7.42694	28	0.60364	1.26012e-110	True
_C2_Trihelix_9-C3_Trihelix_6	NA	C2_Trihelix_9-C3_Trihelix_6	C_	206	11.82971	37	6.92797	9	0.81414	2.23861e-110	True
_C5_NAC_2	NA	C5_NAC_2	C_	112	9.98764	17	13.32129	34	-0.36468	4.5445e-65	True
_C2_G2like_5	NA	C2_G2like_5	C_	450	6.85676	24	8.83152	55	-0.29154	3.7585e-84	True
_C4_G2like_3	NA	C4_G2like_3	C_	162	6.72684	9	9.6999	21	-0.41117	2.26004e-71	True
_C3_AP2EREBP_193	NA	C3_AP2EREBP_193	C_	118	11.25427	22	5.83841	1	0.90415	1.87445e-100	True
_C3_HSF_39	NA	C3_HSF_39	C_	30	13.47544	7	6.95824	2	0.75916	2.24745e-61	True
_C2_MYB_39	NA	C2_MYB_39	C_1	189	6.78185	17	8.94792	29	-0.32799	4.51535e-69	True
_C5_HB_1	NA	C5_HB_1	C_	2812	6.95393	178	8.84913	386	-0.30301	1.30473e-122	True
_C5_Homeobox_1	NA	C5_Homeobox_1	C_	1095	6.56308	49	8.45707	134	-0.30415	5.18583e-103	True
_C5_HB_2	NA	C5_HB_2	C_	176	7.28368	14	10.58251	37	-0.44322	6.89307e-84	True
_C4_WRKY_11	NA	C4_WRKY_11	C_2-C5_WRKY_3	176	8.96655	26	10.78108	30	-0.32627	7.15134e-71	True
_C2_MYBrelated_1-C4_MYBrelated_1-C5_MYBrelated_1	NA	C2_MYBrelated_1-C4_MYBrelated_1-C5_MYBrelated_1	C_	1275	7.64601	110	10.22027	216	-0.36418	1.22462e-113	True
_C2_MYBrelated_27	NA	C2_MYBrelated_27	C_	38	6.20309	1	10.52497	10	-0.57983	1.44135e-61	True
_C2_MYBrelated_2	NA	C2_MYBrelated_2	C_	65	6.92135	5	9.82305	7	-0.43896	1.11955e-63	True
_C5_ND_4	NA	C5_ND_4	C_	728	6.85234	53	9.01843	95	-0.35211	1.9979e-101	True
_C2_ND_5	NA	C2_ND_5	C_	336	7.11395	27	9.47501	51	-0.36419	9.02319e-84	True
_C4_G2like_7	NA	C4_G2like_7	C_	405	7.46946	25	9.9593	67	-0.32438	2.78659e-85	True
_C3_LOBAS2_16	NA	C3_LOBAS2_16	C_	91	10.29519	12	5.92433	3	0.77368	4.62202e-85	True
_C3_Trihelix_13	NA	C3_Trihelix_13	C_	449	10.20016	60	5.79375	4	0.80705	1.08655e-124	True
_C4_C2C2YABBY_8	NA	C4_C2C2YABBY_8	C_	195	7.66265	20	10.26855	39	-0.36746	9.24267e-71	True
_C4_HB_10	NA	C4_HB_10	C_	50	8.68636	8	11.80907	13	-0.38508	1.00113e-52	True
_C5_REMB3_3	NA	C5_REMB3_3	C_	369	7.84134	40	9.64955	54	-0.28446	1.29235e-74	True
_C2_HB_1	NA	C2_HB_1	C_	2763	6.76642	149	8.27836	312	-0.23826	2.82068e-112	True
_C2_Homeobox_2	NA	C2_Homeobox_2	C_	2593	6.88498	153	8.34789	291	-0.23896	5.72434e-114	True
_C3_LOBAS2_30	NA	C3_LOBAS2_30	C_	47	11.01314	7	5.21955	1	0.92464	2.26903e-83	True
_C2_BZR_1-C5_BZR_1	NA	C2_BZR_1-C5_BZR_1	C_	437	10.96382	84	13.29925	123	-0.26579	3.96825e-77	True
_C1_C2C2YABBY_9-C4_C2C2YABBY_10	NA	C1_C2C2YABBY_9-C4_C2C2YABBY_10	C_	201	8.94618	22	11.56103	44	-0.27332	4.86258e-64	True
_C2_AP2EREBP_65	NA	C2_AP2EREBP_65	C_	152	8.83024	16	10.32735	31	-0.26555	1.25262e-52	True
_C5_MYB_7	NA	C5_MYB_7	C_	1251	8.3396	119	10.37713	243	-0.29125	1.43284e-97	True
_C2_AP2EREBP_80-C5_AP2EREBP_9	NA	C2_AP2EREBP_80-C5_AP2EREBP_9	C_	162	9.12916	15	11.60016	43	-0.31539	1.15971e-60	True
_C4_AP2EREBP_2	NA	C4_AP2EREBP_2	C_	301	7.67075	25	10.15468	55	-0.31713	1.35409e-73	True
_C1_AP2EREBP_4-C4_AP2EREBP_3	NA	C1_AP2EREBP_4-C4_AP2EREBP_3	C_	69	7.06382	5	10.26646	12	-0.43884	2.33256e-57	True
_C5_MADS_1	NA	C5_MADS_1	C_	231	9.06931	31	10.74082	39	-0.27249	1.86011e-59	True
_C1_ZFHD_3-C4_ZFHD_3-C5_ZFHD_1	NA	C1_ZFHD_3-C4_ZFHD_3-C5_ZFHD_1	C_	767	8.15457	78	10.07539	132	-0.28226	1.98603e-92	True
_C1_ZFHD_1	NA	C1_ZFHD_1	C_	235	7.83058	22	9.48547	34	-0.29291	1.17299e-64	True
_C1_Trihelix_11	NA	C1_Trihelix_11	C_	116	8.41861	10	11.21088	23	-0.36205	1.21942e-61	True
_C4_bHLH_13-C5_bHLH_5	NA	C4_bHLH_13-C5_bHLH_5	C_	380	8.383	34	11.2159	87	-0.40012	1.00279e-88	True
_C5_bHLH_6	NA	C5_bHLH_6	C_	197	8.37359	14	11.53481	52	-0.42197	8.72615e-82	True
_C4_bHLH_14	NA	C4_bHLH_14	C_	138	9.71955	17	11.35819	30	-0.28612	5.1556e-61	True
_C4_Trihelix_9	NA	C4_Trihelix_9	C_4-C4_bHLH_12	162	8.37686	13	12.44464	42	-0.56277	2.28863e-84	True
_C1_TCP_19	NA	C1_TCP_19	C_	44	9.29185	3	12.88368	15	-0.31934	1.54675e-35	True
_C1_bHLH_16	NA	C1_bHLH_16	C_	33	7.18114	1	12.45862	9	-0.84687	3.50518e-65	True
_C1_bZIP_11	NA	C1_bZIP_11	C_6	48	8.56459	5	10.42669	10	-0.3153	3.06148e-41	True
_C1_MYB_17-C4_MYB_14	NA	C1_MYB_17-C4_MYB_14	C_	231	9.92947	27	13.78276	71	-0.36901	3.0259e-72	True
_C3_AP2EREBP_207	NA	C3_AP2EREBP_207	C_	32	11.00335	8	6.9496	1	0.77009	3.2168e-59	True
_C2_AP2EREBP_20-C3_AP2EREBP_29	NA	C2_AP2EREBP_20-C3_AP2EREBP_29	C_	494	10.76986	86	6.64996	15	0.71521	2.35978e-126	True
_C2_AP2EREBP_12	NA	C2_AP2EREBP_12	C_	828	9.93748	103	5.76337	7	0.82753	1.24951e-139	True
_C2_AP2EREBP_16	NA	C2_AP2EREBP_16	C_	793	10.33297	115	6.14577	17	0.7767	1.95198e-135	True
_C2_Trihelix_37-C3_Trihelix_56	NA	C2_Trihelix_37-C3_Trihelix_56	C_	553	10.5888	85	6.05562	16	0.79863	5.39414e-131	True
_C2_LOBAS2_2	NA	C2_LOBAS2_2	C_	213	9.44571	24	5.51728	4	0.7739	4.47597e-107	True
_C3_DBP_9	NA	C3_DBP_9	C_	68	12.54588	15	6.86904	3	0.88638	8.62704e-91	True
_C2_Trihelix_46	NA	C2_Trihelix_46	C_	191	10.23123	28	5.8104	3	0.77508	7.57715e-98	True
_C2_WRKY_7-C3_WRKY_12	NA	C2_WRKY_7-C3_WRKY_12	C_	429	10.96342	68	6.51423	10	0.76901	5.84076e-120	True
_C2_WRKY_4	NA	C2_WRKY_4	C_	737	10.25283	103	5.39468	3	0.94006	1.24435e-141	True
_C2_LOBAS2_4	NA	C2_LOBAS2_4	C_	735	10.30403	92	5.84926	9	0.81516	1.12628e-140	True
_C3_LOBAS2_44	NA	C3_LOBAS2_44	C_	50	12.41278	13	6.74025	3	0.75238	4.82478e-77	True
_C3_AP2EREBP_66	NA	C3_AP2EREBP_66	C_	108	10.10782	12	5.61264	1	0.79016	5.30919e-89	True
_C2_C2H2_53-C3_C2H2_85	NA	C2_C2H2_53-C3_C2H2_85	C_	420	12.52475	101	7.20333	22	0.69109	2.61025e-117	True
_C2_bZIP_12	NA	C2_bZIP_12	C_	131	15.90057	50	8.14672	11	0.86759	3.47244e-104	True
_C2_Trihelix_12-C3_Trihelix_9	NA	C2_Trihelix_12-C3_Trihelix_9	C_	390	11.79164	76	6.57133	12	0.88295	3.98592e-124	True
_C4_CAMTA_1	NA	C4_CAMTA_1	C_	66	12.06397	15	15.18794	17	-0.27796	3.58052e-46	True
_C3_NAC_27	NA	C3_NAC_27	C_	67	12.23539	16	6.10578	0	1.02602	2.13266e-93	True
_C3_C2C2COlike_20	NA	C3_C2C2COlike_20	C_2	141	10.30001	18	6.29023	4	0.79316	1.17284e-96	True
_C2_Trihelix_10-C3_Trihelix_7	NA	C2_Trihelix_10-C3_Trihelix_7	C_	637	11.27932	109	6.42114	20	0.85322	2.53723e-130	True
_C3_C2C2gata_39	NA	C3_C2C2gata_39	C_	60	12.70581	12	7.1659	2	0.77824	2.25516e-78	True
_C3_C2C2COlike_12	NA	C3_C2C2COlike_12	C_	34	13.61718	9	6.97363	2	0.9613	2.09331e-69	True
_C3_AP2EREBP_50	NA	C3_AP2EREBP_50	C_	435	11.55696	83	7.09762	23	0.59041	1.26943e-113	True
_C5_NAC_4	NA	C5_NAC_4	C_	375	8.08459	28	9.90386	65	-0.26799	1.90839e-81	True
_C3_bZIP_27	NA	C3_bZIP_27	C_1	23	16.68808	8	7.98385	2	0.84172	1.66214e-65	True
_C1_bHLH_20-C4_bHLH_16	NA	C1_bHLH_20-C4_bHLH_16	C_	315	7.76504	25	10.1811	50	-0.29578	3.92759e-74	True
_C1_ARID_1-C4_ARID_1	NA	C1_ARID_1-C4_ARID_1	C_	999	8.26899	87	10.56367	188	-0.30772	1.06716e-101	True
_C4_ARID_5	NA	C4_ARID_5	C_	186	8.64261	22	10.72467	38	-0.30002	1.24146e-64	True
_C3_Trihelix_14	NA	C3_Trihelix_14	C_	218	10.45093	29	5.72763	2	0.92506	7.01277e-116	True
_C2_NAC_47	NA	C2_NAC_47	C_	275	7.69322	22	9.21293	41	-0.28722	9.10537e-75	True
_C1_WRKY_1	NA	C1_WRKY_1	C_	364	7.4678	28	9.93688	56	-0.3101	2.59074e-77	True
_C1_EIL_5	NA	C1_EIL_5	C_	105	8.06427	12	11.00227	15	-0.363	1.27383e-57	True
_C4_MYBrelated_4	NA	C4_MYBrelated_4	C_	215	8.19264	23	10.89538	47	-0.27372	1.86669e-61	True
_C2_MYBrelated_3	NA	C2_MYBrelated_3	C_	1123	7.90939	98	9.91523	176	-0.29288	3.65186e-101	True
_C3_NAC_97	NA	C3_NAC_97	C_7	176	10.30954	30	5.91252	2	0.77039	2.11669e-108	True
_C3_NAC_57	NA	C3_NAC_57	C_	259	10.62066	37	5.82174	3	0.86431	2.85011e-122	True
_C3_AP2EREBP_194	NA	C3_AP2EREBP_194	C_	269	11.16751	49	5.80129	4	0.9156	1.44591e-117	True
_C3_AP2EREBP_39	NA	C3_AP2EREBP_39	C_	372	10.58784	56	6.73166	10	0.66293	3.51734e-110	True
_C3_NAC_79	NA	C3_NAC_79	C_9	178	10.96413	29	6.48975	5	0.7657	2.82855e-102	True
_C3_AP2EREBP_176	NA	C3_AP2EREBP_176	C_2	293	11.23225	57	7.09774	15	0.69701	2.87608e-110	True
_C1_SBP_6	NA	C1_SBP_6	C_	111	10.47334	22	14.59739	32	-0.38205	5.87694e-66	True
_C4_WRKY_4	NA	C4_WRKY_4	C_	340	8.02806	31	10.5525	65	-0.29352	5.38417e-73	True
_C3_Trihelix_15	NA	C3_Trihelix_15	C_	327	9.83004	36	5.97405	6	0.66649	3.22261e-115	True
_C4_C2C2YABBY_9	NA	C4_C2C2YABBY_9	C_	132	7.00823	9	10.59442	29	-0.43261	2.78193e-71	True
_C3_AP2EREBP_136	NA	C3_AP2EREBP_136	C_	132	9.79194	14	5.83083	5	0.75956	5.28984e-95	True
_C2_C2C2gata_16	NA	C2_C2C2gata_16	C_	2961	7.20516	202	8.64554	356	-0.23879	3.78352e-113	True
_C4_ND_3-C5_ND_5	NA	C4_ND_3-C5_ND_5	C_	2407	7.30011	179	9.5046	382	-0.3339	1.06823e-120	True
_C5_ND_3	NA	C5_ND_3	C_	951	7.34728	81	9.83369	158	-0.3756	6.25621e-108	True
_C2_ZFHD_2	NA	C2_ZFHD_2	C_	693	6.59052	32	8.18045	70	-0.26895	3.21903e-88	True
_C5_NAC_11	NA	C5_NAC_11	C_	89	10.53416	14	12.30061	23	-0.27635	1.08882e-46	True
_C4_WRKY_8	NA	C4_WRKY_8	C_0	157	8.61946	21	10.54992	23	-0.3146	1.89579e-63	True
_C1_C2H2_23-C4_C2H2_19-C5_C2H2_8	NA	C1_C2H2_23-C4_C2H2_19-C5_C2H2_8	C_	667	9.18969	75	12.11308	149	-0.31417	5.63089e-95	True
_C1_C2H2_24	NA	C1_C2H2_24	C_	94	8.55947	10	11.24619	20	-0.31296	3.00505e-56	True
_C4_TCP_17	NA	C4_TCP_17	C_	164	10.35793	24	13.62123	39	-0.29162	5.85553e-63	True
_C5_ARID_1	NA	C5_ARID_1	C_	2377	7.63993	203	9.30043	350	-0.26625	1.34324e-109	True
_C5_ABI3VP1_4	NA	C5_ABI3VP1_4	C_	1192	8.73591	129	10.78177	239	-0.26597	5.34881e-94	True
_C5_ABI3VP1_2	NA	C5_ABI3VP1_2	C_	555	8.59126	57	11.04606	119	-0.30482	9.21467e-85	True
_C5_ARID_3	NA	C5_ARID_3	C_	509	8.95	61	11.23324	101	-0.33879	1.63197e-91	True
_C5_ND_7	NA	C5_ND_7	C_	1203	7.7967	106	9.51202	173	-0.27774	2.55128e-98	True
_C5_REMB3_5	NA	C5_REMB3_5	C_	410	8.04812	40	9.53779	54	-0.29082	1.39465e-78	True
_C1_MYBrelated_14	NA	C1_MYBrelated_14	C_	83	6.9141	6	10.38427	13	-0.57702	2.20038e-76	True
_C2_MYBrelated_4	NA	C2_MYBrelated_4	C_	375	7.55796	29	10.67694	64	-0.41173	6.72485e-100	True
_C4_C2C2YABBY_3-C5_C2C2YABBY_4	NA	C4_C2C2YABBY_3-C5_C2C2YABBY_4	C_	1247	8.13174	118	9.96445	209	-0.26341	1.30172e-103	True
_C4_C2C2YABBY_2-C5_C2C2YABBY_3	NA	C4_C2C2YABBY_2-C5_C2C2YABBY_3	C_	173	7.3576	10	10.99932	37	-0.52655	6.98313e-90	True
_C5_ND_6	NA	C5_ND_6	C_	2063	7.26663	170	9.55202	316	-0.35185	6.18615e-119	True
_C2_ZFHD_13	NA	C2_ZFHD_13	C_	677	6.77472	41	8.91828	87	-0.32455	1.25546e-98	True
_C5_C2C2YABBY_5	NA	C5_C2C2YABBY_5	C_2-C5_MYB_6	264	7.31435	22	9.32617	40	-0.34751	5.17913e-82	True
_C1_Homeobox_5	NA	C1_Homeobox_5	C_	48	6.12934	1	9.48923	9	-0.50317	9.00341e-59	True
_C1_bHLH_18	NA	C1_bHLH_18	C_4-C4_bHLH_12	67	6.91463	3	10.50168	12	-0.61102	8.78606e-73	True
_C2_C2C2YABBY_14	NA	C2_C2C2YABBY_14	C_	980	7.87827	78	9.72834	153	-0.27745	8.25208e-95	True
_C1_C2C2gata_5-C2_C2C2gata_27	NA	C1_C2C2gata_5-C2_C2C2gata_27	C_	177	8.68508	19	10.56715	33	-0.26077	3.04896e-62	True
_C3_LOBAS2_68	NA	C3_LOBAS2_68	C_	44	12.31707	8	7.49847	2	0.77974	4.49761e-72	True
_C3_AP2EREBP_14	NA	C3_AP2EREBP_14	C_	354	9.83761	42	5.74344	5	0.80868	5.52692e-121	True
_C3_C2C2COlike_9	NA	C3_C2C2COlike_9	C_	378	10.22285	53	6.35975	10	0.71648	3.94428e-113	True
_C3_Trihelix_16	NA	C3_Trihelix_16	C_	211	10.13716	30	5.88107	2	0.78383	4.14125e-109	True
_C2_C2C2gata_11-C3_C2C2gata_9	NA	C2_C2C2gata_11-C3_C2C2gata_9	C_	645	9.13379	71	6.4121	30	0.47119	7.01228e-110	True
_C3_LOBAS2_50	NA	C3_LOBAS2_50	C_	116	9.76955	14	5.58909	0	0.78798	1.39269e-94	True
_C1_GRF_5	NA	C1_GRF_5	C_	102	7.61524	6	10.72737	15	-0.36483	4.47504e-56	True
_C1_bZIP_8-C5_bZIP_2	NA	C1_bZIP_8-C5_bZIP_2	C_	770	8.52001	92	10.77678	160	-0.27722	7.40538e-94	True
_C1_bZIP_7	NA	C1_bZIP_7	C_	103	7.99478	9	10.1791	21	-0.26904	2.3169e-47	True
_C5_bZIP_4	NA	C5_bZIP_4	C_	222	8.72865	28	10.51259	39	-0.26182	2.30438e-59	True
_C5_REMB3_4	NA	C5_REMB3_4	C_	1118	7.74508	109	9.49141	153	-0.28387	4.61414e-101	True
_C3_AP2EREBP_170	NA	C3_AP2EREBP_170	C_3	66	11.62171	12	6.02003	1	0.90289	8.11589e-90	True
_C1_ABI3VP1_8	NA	C1_ABI3VP1_8	C_	159	8.4824	16	10.43847	32	-0.29794	2.78186e-61	True
_C4_bZIP_9	NA	C4_bZIP_9	C_	165	7.71064	8	10.02718	31	-0.27064	1.0691e-56	True
_C4_bHLH_9-C5_bHLH_4	NA	C4_bHLH_9-C5_bHLH_4	C_	752	8.47377	85	10.27952	143	-0.26165	1.82687e-87	True
_C4_bZIP_14-C5_bZIP_5	NA	C4_bZIP_14-C5_bZIP_5	C_	265	8.07494	27	9.98583	49	-0.28807	6.32097e-70	True
_C4_bHLH_7	NA	C4_bHLH_7	C_	164	8.24141	17	11.40999	43	-0.42409	1.03143e-78	True
_C1_C2C2YABBY_11-C4_C2C2YABBY_18-C5_C2C2YABBY_7	NA	C1_C2C2YABBY_11-C4_C2C2YABBY_18-C5_C2C2YABBY_7	C_	858	7.9665	72	10.17684	146	-0.30134	1.33511e-93	True
_C1_TCP_9	NA	C1_TCP_9	C_	125	8.50845	12	11.01382	27	-0.30873	1.45195e-57	True
_C4_BZR_10	NA	C4_BZR_10	C_	204	9.81137	26	12.5102	49	-0.33625	2.70481e-72	True
_C2_MYB_34	NA	C2_MYB_34	C_4	932	7.79816	70	9.63207	141	-0.26469	5.91548e-90	True
_C4_ARID_3	NA	C4_ARID_3	C_	2054	7.26715	154	8.85505	274	-0.26165	5.24719e-112	True
_C2_LOBAS2_13-C3_LOBAS2_38	NA	C2_LOBAS2_13-C3_LOBAS2_38	C_	463	9.57814	61	6.17778	22	0.57785	2.57648e-112	True
_C3_C3H_9	NA	C3_C3H_9	C_2	10	10.52346	2	6.09278	0	0.9164	1.49303e-51	True
_C5_GRF_1	NA	C5_GRF_1	C_	231	7.70798	25	10.55085	45	-0.36669	5.61521e-72	True
_C3_AP2EREBP_87	NA	C3_AP2EREBP_87	C_	47	10.45079	6	5.90151	2	0.85457	4.40571e-80	True
_C2_Homeobox_10	NA	C2_Homeobox_10	C_	82	6.12247	3	7.88555	7	-0.30626	3.23699e-47	True
_C3_LOBAS2_4	NA	C3_LOBAS2_4	C_	248	9.09784	26	5.55225	4	0.76894	4.28339e-116	True
_C2_MYBrelated_10	NA	C2_MYBrelated_10	C_3	202	6.96315	14	8.9855	25	-0.26983	1.07546e-65	True
_C1_bHLH_14-C4_bHLH_12	NA	C1_bHLH_14-C4_bHLH_12	C_4-C4_bHLH_12	562	8.92341	57	12.19153	130	-0.41593	4.26171e-104	True
_C1_TCP_33-C4_TCP_23	NA	C1_TCP_33-C4_TCP_23	C_	288	10.7109	48	14.59951	89	-0.31377	1.81251e-72	True
_C2_AP2EREBP_17-C3_AP2EREBP_25	NA	C2_AP2EREBP_17-C3_AP2EREBP_25	C_	443	11.09745	77	6.99926	17	0.64943	8.79844e-111	True
_C2_Trihelix_39-C3_Trihelix_60	NA	C2_Trihelix_39-C3_Trihelix_60	C_	515	10.75053	87	6.00318	9	0.82191	4.56238e-129	True
_C3_AP2EREBP_120	NA	C3_AP2EREBP_120	C_	123	11.47902	22	6.43799	3	0.79265	3.42357e-92	True
_C3_LOBAS2_6	NA	C3_LOBAS2_6	C_	552	10.83982	88	6.59601	19	0.73583	1.34556e-123	True
_C2_NAC_7-C5_NAC_3	NA	C2_NAC_7-C5_NAC_3	C_	275	9.02472	31	10.96053	54	-0.27861	1.5831e-73	True
_C3_NLP_19	NA	C3_NLP_19	C_	204	11.41584	36	6.60468	8	0.8094	7.07501e-110	True
_C5_ARID_2	NA	C5_ARID_2	C_	1248	8.67572	134	10.61107	239	-0.28534	3.04008e-98	True
_C4_ABI3VP1_1	NA	C4_ABI3VP1_1	C_	311	9.50846	40	11.94821	60	-0.29224	1.76163e-67	True
_C1_ABI3VP1_4-C4_ABI3VP1_4	NA	C1_ABI3VP1_4-C4_ABI3VP1_4	C_	571	8.32574	52	11.13259	130	-0.35805	2.54531e-90	True
_C2_AP2EREBP_11-C3_AP2EREBP_12	NA	C2_AP2EREBP_11-C3_AP2EREBP_12	C_	640	10.92574	107	6.60812	22	0.7126	2.59676e-129	True
_C1_TCP_3-C4_TCP_3	NA	C1_TCP_3-C4_TCP_3	C_	478	10.2498	76	13.60937	141	-0.32953	1.26563e-86	True
_C1_MYB_30-C4_MYB_24	NA	C1_MYB_30-C4_MYB_24	C_0-C4_MYB_24	291	9.58692	36	12.323	77	-0.28792	1.84654e-78	True
_C3_bZIP_30	NA	C3_bZIP_30	C_	253	9.76135	27	5.93471	5	0.75392	3.19545e-108	True
_C3_AP2EREBP_15	NA	C3_AP2EREBP_15	C_	97	10.18219	11	6.10606	2	0.83933	3.72437e-93	True
_C3_Trihelix_96	NA	C3_Trihelix_96	C_47	55	9.10551	5	5.27314	0	0.75521	4.77552e-70	True
_C3_NAC_58	NA	C3_NAC_58	C_	253	9.76135	27	5.93471	5	0.75392	3.19545e-108	True
_C3_HSF_47	NA	C3_HSF_47	C_5	68	11.98837	17	6.76184	4	0.87135	4.30006e-90	True
_C2_bZIP_13-C3_bZIP_31	NA	C2_bZIP_13-C3_bZIP_31	C_3-C3_bZIP_31	387	9.79224	45	5.67964	5	0.78062	2.50681e-113	True
_C3_AP2EREBP_161	NA	C3_AP2EREBP_161	C_	139	9.75089	13	5.76213	2	0.86348	4.7421e-99	True
_C3_Trihelix_95	NA	C3_Trihelix_95	C_08	29	11.53155	5	6.55732	1	0.85212	4.98418e-66	True
_C3_AP2EREBP_167	NA	C3_AP2EREBP_167	C_	392	10.117	55	6.00745	7	0.77075	2.19911e-121	True
_C3_E2FDP_4	NA	C3_E2FDP_4	C_	532	10.58659	83	7.17433	27	0.59589	4.12883e-112	True
_C2_AP2EREBP_13-C3_AP2EREBP_16	NA	C2_AP2EREBP_13-C3_AP2EREBP_16	C_	584	10.57482	79	6.76964	24	0.68468	1.67046e-125	True
_C3_AP2EREBP_17	NA	C3_AP2EREBP_17	C_	336	10.00669	46	5.95001	7	0.78974	3.58381e-117	True
_C3_AP2EREBP_18	NA	C3_AP2EREBP_18	C_	329	10.08818	49	6.21555	9	0.75241	7.12338e-113	True
_C2_AP2EREBP_7-C3_AP2EREBP_9	NA	C2_AP2EREBP_7-C3_AP2EREBP_9	C_	828	9.94958	102	5.7619	7	0.82887	1.06591e-139	True
_C2_AP2EREBP_8	NA	C2_AP2EREBP_8	C_	257	9.85931	29	5.79426	3	0.82725	1.1289e-113	True
_C3_LOBAS2_7	NA	C3_LOBAS2_7	C_	584	10.35867	82	6.32445	16	0.7234	7.42004e-128	True
_C2_AP2EREBP_9	NA	C2_AP2EREBP_9	C_	1073	9.98837	134	5.93852	16	0.77508	6.03683e-145	True
_C3_LOBAS2_8	NA	C3_LOBAS2_8	C_	464	10.34433	60	6.42193	12	0.72795	1.42709e-123	True
_C2_LOBAS2_5	NA	C2_LOBAS2_5	C_	241	9.81966	32	5.51131	0	0.87398	2.62658e-119	True
_C3_AP2EREBP_41	NA	C3_AP2EREBP_41	C_	586	10.56686	80	6.765	24	0.68496	4.75695e-124	True
_C3_AP2EREBP_123	NA	C3_AP2EREBP_123	C_	289	10.37692	47	6.68341	11	0.69244	4.70035e-111	True
_C3_AP2EREBP_180	NA	C3_AP2EREBP_180	C_0	165	10.17402	21	6.05481	3	0.77187	9.84343e-100	True
_C3_zfGRF_2	NA	C3_zfGRF_2	C_	50	13.11721	9	8.02091	4	0.75487	3.48531e-77	True
_C3_NLP_13	NA	C3_NLP_13	C_	391	10.13411	55	6.0118	7	0.77205	1.89651e-123	True
_C2_LOBAS2_3-C3_LOBAS2_2	NA	C2_LOBAS2_3-C3_LOBAS2_2	C_	557	9.64917	68	5.59706	10	0.81124	6.94484e-126	True
_C3_SBP_23	NA	C3_SBP_23	C_	175	12.038	38	6.74808	10	0.85407	1.53966e-107	True
_C3_SBP_17	NA	C3_SBP_17	C_	41	11.43303	8	6.94593	4	0.79647	6.86571e-73	True
_C3_bHLH_33	NA	C3_bHLH_33	C_2	200	10.6734	31	5.95272	4	0.88778	5.36277e-111	True
