peak	s1	s2	s3	s4	s5	s6
1.181541.182248	1.6223288215908	2.969436515272	1.72434986696541	1.52574229426084	11.4020018195096	11.3433376410558
1.187308.188211	8.64381686166578	7.75504441939708	7.09086671589236	8.63118575539297	6.57640273371211	7.87222260132425
1.195556.195921	0.768882421775444	1.39077688485723	1.57180834238759	1.92983424832509	-1.43710950200313	-0.980696069273375
1.197999.198770	3.07215748823171	4.66777037567372	5.40870493400834	7.07326036288322	2.46884954533424	3.23703639319311
1.199463.199981	1.84823310198819	1.55761594345781	2.00245553695542	2.30546071044614	2.79062559733884	2.88921869125686
1.203195.203900	5.20704850886957	4.52451902145611	4.62076227146527	4.09039849717843	3.74495190655806	5.82071655137345
1.225911.226395	1.48190069538399	1.90163709310303	1.90168582975006	0.431222716279556	-1.43710950200313	-1.2715520552458
1.241774.242238	2.47397227951266	2.00311914985464	2.56460802171616	3.19863732337183	2.12748541705436	2.68352934544304
1.244164.244464	4.9023491849239	3.53105922830935	2.91436093817711	4.00204216266776	5.93290849484023	4.52769258981788
1.246570.246921	1.43422675306595	0.171731644450693	1.16095556097628	0.705275749204654	0.947844601072215	1.77546253601447
1.253112.253417	1.03569772874634	2.36769317763809	1.28529426132254	1.02557125001093	-0.238581741036842	-0.119225159014243
1.258603.259086	3.6434192990636	3.80953000394259	2.61591978397093	2.96693595856747	4.32687921021148	3.38244878753019
1.261377.261626	1.23893723720712	1.03960255261316	1.50166814010904	1.14785108842418	2.24361991900767	1.31634026654451
1.277342.277669	-0.758171798249515	-1.54378358318541	1.4146210514522	1.05643089754027	-0.443747176267051	-1.97683465100054
1.297398.297781	3.14259325590356	3.39604700818359	1.69419879842401	2.32961489427103	1.37202168513117	0.641043321303374
1.313062.313453	2.55231688097345	2.24882377088013	2.21228320955902	2.2812012909779	4.56035134215528	4.49394331868786
1.318943.319637	3.5143514777917	2.73198550501496	5.48392198116062	4.43152625262315	2.57816046152146	3.79656130944009
1.343611.344264	3.70682255641838	2.24882377088013	2.5128249201856	1.79858432253429	-0.443747176267051	0.00498142968532722
1.350113.350384	1.18890735000078	1.27644095943201	-0.525446506453752	0.287035508568725	-1.75597961928803	-1.59887025184035
1.367466.368179	1.38610444934871	1.41896325880393	2.53229940774528	3.69093127560504	2.46884954533424	0.241442345201404
1.370273.370491	-0.930169958921586	0.058526252838182	0.223352553517482	0.395660559748909	-3.90635642039712	-2.14690450070994
1.376892.377331	3.34854965610811	4.94540751907202	2.19165807245791	2.47238880556239	4.32687921021148	2.56593293297401
1.380974.381264	2.51328087635683	2.90567013383155	0.666070900129596	1.35482675602961	-0.443747176267051	-0.666845500490309
1.385878.386779	6.0833923890772	7.14017390120203	4.24587983788574	4.97347663688413	6.95438010648867	6.72745092104053
1.387747.388214	5.10706007484433	4.96049886554093	3.29444332582389	3.15723860924903	4.16636530057643	2.77587410673357
1.390105.391218	9.89721550058828	9.60732519531451	7.4479857973407	7.24587042451636	10.1182996344114	10.0331147486625
1.395088.396230	5.10706007484433	5.81857785173739	5.88345835140745	4.89647842824109	7.45672287355372	6.128820458701
1.437798.438461	2.02222765156512	3.37647988341435	2.8595949094	2.81424033665228	2.8939307347527	3.38244878753019
1.456894.457185	-0.0821295765397725	-0.662710916044514	0.821966080197478	-0.223554282588654	0.642429464277153	-0.474020233657116
1.459882.460572	4.41740312897898	3.60671901985252	3.28879361206924	3.19863732337183	3.74495190655806	2.7529291156301
1.463121.463552	0.543439943507924	0.627592311092481	2.00958160158076	0.771153082577274	-1.43710950200313	0.675541282696229
1.464184.464395	0.426061718978442	0.854033460807454	-0.0238837097518569	-0.0586672212625929	-0.443747176267051	1.31634026654451
1.467218.467643	3.98349120624026	3.4928284499992	2.8595949094	1.85147599403042	4.63637680853361	5.26016128610418
1.472048.473156	6.519690215442	6.890487880104	5.62388091297796	6.12998288028194	6.23347242999375	5.46745811842578
1.474450.474894	4.01341325203633	4.3616258622226	2.46056101578684	4.12537274300607	6.40723680053549	5.10772498241914
1.490126.490626	6.53974142614264	5.68593771750906	5.00117325257485	5.15467514232925	9.1754826201089	8.93053216097562
1.491040.491278	0.180470269411624	1.03960255261316	0.767563073821742	1.5814734428004	3.19274236243235	2.91161525222125
1.499171.499403	1.52913622993078	0.726053658316624	0.305697967803933	0.53609143625253	3.28879794718723	3.02225889618747
1.515542.515910	0.983533371994181	2.34412124116509	1.90168582975006	1.69116524841152	0.947844601072215	2.06919731895556
1.518447.518711	-0.842925234382593	0.134375983087841	0.107155949508976	0.359781344245589	-1.15408328739841	-3.00087209613766
1.522188.522483	2.02222765156512	3.77320679947993	2.00958160158076	1.52574229426084	4.32687921021148	4.09253195434981
1.560031.560587	3.21212422408886	1.719226636571	2.58390467561696	3.34107703524016	2.00883566936493	1.10165820502598
1.607626.607986	4.69114267085625	3.09479277680963	2.8595949094	2.42520053066083	3.56707899719485	3.75844823283386
1.643830.644225	0.713603757167245	1.41896325880393	2.28725789182539	0.250149848714376	0.313733559421397	0.164264862745946
1.644984.645334	4.69114267085625	3.7182706785515	2.85347657342122	3.11552045678219	4.56035134215528	4.49394331868786
1.651489.651777	0.305186841507884	0.058526252838182	1.33417918726488	0.250149848714376	0.138645341515075	0.20304853142149
1.663832.664536	9.44472821345608	10.4520998153806	5.23492727708131	5.70953627944756	10.6619369247494	11.4228586844286
1.673859.674224	0.983533371994181	2.02819337053159	0.730925450305773	-0.823822145842049	-0.443747176267051	-1.03645003810516
1.703763.704272	2.9647680448498	3.51197770606611	3.05780856135648	2.63449985975909	2.79062559733884	2.22293702066129
1.704586.705032	-0.0146886757274842	0.171731644450693	1.44644584251029	1.49764912029657	1.50579978081961	0.279457889051245
1.730726.731053	0.543439943507924	2.00311914985464	0.749281838377243	0.803732034504865	3.38316740962772	2.273245412851
1.760534.760886	-0.0821295765397725	0.0966446483797769	2.47367260420027	1.63660985115143	0.481357601485836	-0.666845500490309
1.809541.809811	-0.930169958921586	-0.390143334897762	-0.0686357643971949	0.0601761784491268	-0.662623032902359	-1.52990080345281
1.833975.834670	10.1386966989796	10.9588526708874	6.42684367976274	7.79288826249758	5.14564206140385	4.99883132868612
1.853988.854629	4.1898104695821	4.3616258622226	4.92422382496049	5.64119175116299	4.0845038923931	5.88899182177957
1.863047.863338	-0.292579017890636	0.353241835442288	0.839956789198295	0.137319188366318	2.24361991900767	1.31634026654451
1.871909.872218	-0.292579017890636	0.693478805965365	2.49980440083158	1.5814734428004	-0.0450097572262287	0.909824847323062
1.873702.873931	2.06486104708765	2.02819337053159	-0.183049883046853	1.14785108842418	1.7633682269484	1.77546253601447
1.880188.880397	-1.63457767793631	-1.06817369364754	-0.194699715785642	-0.140141724733843	-0.443747176267051	-3.1375588006561
1.904817.905250	2.66782919114677	1.44699501332007	2.29402382184072	3.49937293704472	1.23462753907998	0.241442345201404
1.948466.948698	-2.63221175259858	-1.89473524906261	0.160415708862213	-0.875122524218942	-1.15408328739841	-2.75278894463405
1.951041.951550	3.31476653726198	4.29530379748228	3.00445347018316	1.60911510782964	3.09494588416547	3.9649275674795
1.960052.960540	2.85524735285683	3.93483473803739	2.74843501899305	2.13337023814524	2.00883566936493	1.63632603269311
1.980256.981254	5.79747532251038	5.36936465988387	5.47210893627044	4.92738481384234	6.68673319424038	6.30929158975169
1.986661.986882	0.543439943507924	0.388557918252499	0.396319394085417	0.705275749204654	0.313733559421397	1.10165820502598
1.1091973.1092457	0.657624412627263	-0.0189197901255476	1.52515442472493	1.77193687730643	0.947844601072215	2.12092410915199
1.1095062.1095534	3.54690800788341	4.45984714395857	2.00958160158076	2.92373401614858	8.42087292689248	8.86902265706393
1.1096164.1097242	7.18594549405757	7.5607661986136	4.76760850521855	4.81858115533968	8.13412112457653	6.128820458701
1.1099323.1099658	1.18890735000078	1.74567837080688	1.2606727833389	0.359781344245589	3.28879794718723	2.17216685541366
1.1100907.1101305	3.07215748823171	3.33713049688475	2.1083758981793	2.63449985975909	2.24361991900767	2.54211658403834
1.1108779.1109255	1.75904530144803	0.947729992499902	2.82278462122973	1.52574229426084	1.09334593575352	1.83009146853841
1.1110843.1111570	9.1803614040811	7.48108710184852	7.2023835289288	8.19123053211272	9.36307413802281	10.4379237821221
1.1113052.1113818	9.2599674335826	8.92970948674407	5.72676235542424	4.72389465412138	7.00655190435562	8.19355529026065
1.1116362.1116726	3.07215748823171	3.69983608059902	2.15711044819513	2.03255787978008	0.947844601072215	2.47005715730181
1.1124614.1125017	2.31392439810765	1.82423637487595	2.67309326378267	2.377611862854	3.56707899719485	2.7529291156301
1.1131932.1133048	9.09863829413182	8.40679961584605	7.96380099181067	7.43419428295451	11.0562986814561	10.9718548496529
1.1161958.1162446	1.71387256184435	4.49226231548535	3.43928842785762	3.38109019949529	-0.443747176267051	0.241442345201404
1.1166894.1167162	1.89226650724358	1.95261822900368	1.27710049707179	0.0989477525461373	3.28879794718723	2.37251712974748
1.1167846.1168268	0.543439943507924	0.560681276336308	1.2688933574522	1.02557125001093	0.313733559421397	-0.119225159014243
1.1174141.1174553	0.543439943507924	1.69263929255248	2.28048371934207	1.55368310781297	2.79062559733884	1.69242945593673
1.1191224.1191803	5.88684539739257	6.18805519711977	3.92282910744585	5.28729268182729	7.64602057924124	7.2956238814328
1.1202076.1202950	5.63789745686178	8.71970723532191	0.730925450305773	1.69116524841152	6.79517049891666	5.30518091351018
1.1210520.1210857	3.31476653726198	3.0740988904266	1.90168582975006	3.07347892978395	2.24361991900767	2.47005715730181
1.1211609.1212397	4.71790956435398	5.19734650832408	3.04008132100701	2.63449985975909	3.56707899719485	3.42328242105535
1.1342047.1342692	2.14914018034637	3.25755639936018	7.10302285622651	7.07326036288322	1.09334593575352	-0.336564735399346
1.1343097.1343497	1.75904530144803	1.719226636571	1.85057799080328	1.5814734428004	-2.12406740026301	-1.52990080345281
1.1353728.1354068	2.39452017508281	1.92718847951385	1.610367193734	2.13337023814524	0.138645341515075	1.25593955582027
1.1385690.1386154	2.23214547374705	1.79818143940303	2.05214206501171	1.60911510782964	3.38316740962772	2.01697431211671
1.1386714.1387230	1.38610444934871	1.74567837080688	4.00279347346995	3.65315585327017	2.99535738817193	2.12092410915199
1.1388158.1388373	1.6223288215908	2.22474170628638	1.2688933574522	1.69116524841152	2.57816046152146	2.54211658403834
1.1389432.1389871	0.823489117672629	2.05315205699541	1.35036972727803	2.76983878657392	2.46884954533424	1.4056103171576
1.1390961.1391513	6.73684827346569	7.36965941410508	4.55747861719704	5.87053028667691	5.68165731822361	5.45288655794972
1.1394050.1394278	0.877450577623278	1.03960255261316	-0.301363656213922	0.931779819302315	-1.75597961928803	-1.09334212467141
1.1435787.1436202	1.48190069538399	0.885475463454612	1.17771466676063	1.05643089754027	-1.75597961928803	-0.521149932908092
1.1455765.1456281	2.06486104708765	1.41896325880393	2.00245553695542	1.14785108842418	2.24361991900767	2.01697431211671
1.1459162.1459849	3.7382512028588	2.969436515272	4.87242481092514	4.26328642953384	2.99535738817193	3.29983840525189
1.1463176.1463985	5.23180183819008	3.62547015635662	5.21028646698603	4.54675603669514	3.28879794718723	4.75927572237774
1.1468377.1469098	5.30547920128408	6.63032275854598	2.72343263230035	3.91231216287931	0.797711733348267	0.125079243911591
1.1469753.1470593	9.73346466228551	10.2785483083862	6.45721312735347	7.45474363538892	6.9017625617512	7.56051594634019
1.1471051.1471768	4.71790956435398	4.26188097629501	3.81613383795631	4.03754555539267	5.35224958437266	4.25267203676818
1.1472492.1472941	1.66830287017801	1.85016276179452	3.17453543955383	3.23972067158563	1.50579978081961	-0.161612913228899
1.1478681.1478902	1.93593798571053	2.00311914985464	-2.13281310918954	-0.823822145842049	2.00883566936493	0.810896682766558
1.1503338.1503636	2.59108435860431	3.4928284499992	-0.752412825505515	-0.723774826556856	-1.15408328739841	-1.74295328310615
1.1540424.1540721	2.47397227951266	2.43781903836722	1.21936628563701	1.46940163322285	-0.0450097572262287	0.571206925169475
1.1555976.1556356	2.78102525171489	4.39453158566842	1.12726555640039	0.868199112483525	2.99535738817193	2.19761032090778
1.1581969.1582181	1.23893723720712	1.47487420981603	0.866811412040774	-0.626865183321893	0.642429464277153	0.535853260334724
1.1617238.1617574	0.305186841507884	0.693478805965365	1.9451050619065	1.29655667543217	-0.443747176267051	-1.15144007610871
1.1627512.1627720	-0.440473483210167	-1.06817369364754	0.581238199713347	0.963249825255808	-0.897989087229821	-1.3974463068864
1.1646954.1647448	1.43422675306595	1.09989041386412	1.64100864633611	1.66395935897945	2.35736976123277	0.777439899353279
1.1651439.1651700	-0.0146886757274842	0.423566170308592	-0.374384733876401	0.570468390531607	-1.15408328739841	-1.89626600520302
1.1656724.1657303	1.89226650724358	1.53018279942397	2.65409969998191	3.32095811741708	0.313733559421397	-0.980696069273375
1.1660670.1660895	2.47397227951266	2.1518591326831	0.455616553139117	0.994512231375078	3.47590808414473	1.31634026654451
1.1661601.1661820	0.180470269411624	0.693478805965365	0.366340901821149	1.05643089754027	1.23462753907998	-1.3337308270766
1.1680796.1681113	-0.758171798249515	-0.523547451250941	0.346229541795651	1.35482675602961	-1.15408328739841	-0.71694563279727
1.1686894.1687136	1.03569772874634	1.719226636571	0.80390419872524	1.52574229426084	-0.897989087229821	1.16394921098218
1.1689416.1689678	1.1383677547803	2.05315205699541	-1.04316877641984	-1.38475871558666	-0.0450097572262287	-0.617533602739075
1.1690451.1690793	4.07279807794201	5.34102670879425	1.40663379910193	0.836078900694366	3.19274236243235	3.10919346534844
1.1698657.1699192	4.66426871177101	4.12635859798444	3.54811262556968	2.70257479414721	5.35224958437266	4.33988325217748
1.1701722.1702035	1.52913622993078	1.3052681528439	0.2647435605925	0.287035508568725	1.37202168513117	1.52226029132918
1.1704680.1704946	1.03569772874634	1.41896325880393	1.610367193734	1.69116524841152	1.63618611313789	2.39706172582277
1.1734118.1734638	4.36126288906561	4.37809967956665	5.76443221730817	5.34533906796569	3.56707899719485	4.91993149566009
1.1748639.1749093	1.84823310198819	1.66591486872348	1.00748455543927	0.931779819302315	-1.75597961928803	-0.767868584749669
1.1752477.1752892	3.5143514777917	3.09479277680963	3.25477007127997	2.377611862854	3.38316740962772	4.42592162364667
1.1799810.1800030	1.38610444934871	1.24744750866648	0.693982991337259	0.137319188366318	3.47590808414473	0.743732752150851
1.1810774.1811385	4.41740312897898	4.37809967956665	5.55819666463591	4.14278343223607	4.93214492907073	4.3571829527752
1.1821528.1821759	-0.67570338571258	-1.01427948328286	0.366340901821149	-0.0186179457894333	-1.75597961928803	-1.818370291011
1.1844390.1844892	2.14914018034637	2.2005543561262	2.41442784338468	2.2568355225226	0.481357601485836	-0.926017359902076
1.1846128.1847223	2.47397227951266	2.52997794632142	4.02261188147571	4.97347663688413	-2.12406740026301	-0.872355498232743
1.1856273.1856486	-0.67570338571258	-0.179016726660166	-0.183049883046853	0.53609143625253	2.46884954533424	1.66445368594491
1.1874991.1875387	4.92828769406804	6.10082585039601	1.11033351804291	1.60911510782964	5.93290849484023	6.65562746360155
1.1875684.1875984	1.1383677547803	3.47361090990626	2.00245553695542	1.95569973370485	-0.662623032902359	0.317106265733474
1.1876383.1876765	1.6223288215908	1.55761594345781	1.69419879842401	1.32577560447363	1.09334593575352	1.28623050343532
1.1878583.1878854	1.23893723720712	1.00917419989975	2.39453971762134	1.35482675602961	0.481357601485836	0.942338557820062
1.1947314.1947678	0.543439943507924	0.66066040912562	1.47807413114163	0.359781344245589	0.642429464277153	0.0854790391862874
1.1948397.1949133	5.49769591605282	5.36936465988387	4.60274232309299	4.44811170903903	4.24713855590488	2.44583068772589
1.1951092.1951361	0.877450577623278	0.492691861604696	0.212934908993777	0.395660559748909	-2.56368185947821	-0.204521902734363
1.1977932.1978171	1.97925576688447	1.58490404295941	0.703247652491462	0.771153082577274	0.313733559421397	-0.161612913228899
1.1987890.1989834	7.3108872324648	5.98688487390628	7.8161358695273	7.3198353624293	11.200153864006	10.3086636964433
1.2012142.2012628	4.3046283646673	4.12635859798444	3.59103555839288	4.44811170903903	6.40723680053549	7.2520876363997
1.2027820.2028087	-1.02013895345382	-1.97160146921124	0.275022545128293	-0.223554282588654	-2.56368185947821	-3.44434403127037
1.2049853.2050545	2.66782919114677	1.63905188238301	2.23966421803548	1.66395935897945	1.09334593575352	1.93768085586798
1.2121346.2121991	0.243332187871307	-0.569262986103834	2.10137828559372	2.18308851602701	-0.443747176267051	-1.3337308270766
1.2124069.2124386	-1.11309429506797	-0.304107860989206	0.821966080197478	0.638398260612313	-2.56368185947821	-0.767868584749669
1.2178014.2178411	2.06486104708765	2.66544973150801	1.21106382710268	1.74515241477943	0.797711733348267	0.391343673010744
1.2208050.2208353	-1.11309429506797	-1.61001486766141	1.44644584251029	1.55368310781297	-0.0450097572262287	-1.89626600520302
1.2254743.2255702	3.7382512028588	3.0740988904266	3.63892132564448	3.53823018463616	4.7115492558121	3.08758960309671
1.2257921.2258180	0.713603757167245	1.50260283481802	1.37455911072368	0.738336313875195	3.47590808414473	2.09512196350012
1.2295463.2295782	4.16076974571338	4.52451902145611	1.16095556097628	2.18308851602701	3.56707899719485	4.46002058330337
1.2325934.2326202	-0.365706031668287	-1.41640064876214	1.75432668186214	1.20786686887121	-1.75597961928803	-3.00087209613766
1.2376583.2376941	0.485168077471394	-0.808343908828749	2.7608948177827	2.81424033665228	0.138645341515075	-0.474020233657116
1.2380286.2380752	3.70682255641838	5.03544287974522	3.56424863250701	3.00980208495033	4.00149185308139	3.72007032697201
1.2390986.2391269	3.61143915741019	3.77320679947993	2.23966421803548	1.95569973370485	3.28879794718723	2.04314863309363
1.2393981.2394604	4.66426871177101	4.29530379748228	3.45575286608772	2.96693595856747	0.138645341515075	2.04314863309363
1.2396715.2396937	-0.516984882500932	-0.0980637484914268	1.0677448091686	0.836078900694366	-0.897989087229821	-0.119225159014243
1.2407812.2408162	-0.0146886757274842	-0.478470978908622	2.60953127932122	1.82509669336193	-0.897989087229821	-2.42876505501627
1.2438804.2439050	-1.63457767793631	-1.01427948328286	1.4305581954942	1.23760505587188	-2.12406740026301	-2.75278894463405
1.2490810.2491044	-3.52423402252107	-1.41640064876214	1.18607298752387	0.705275749204654	-5.97474996389481	-3.1375588006561
1.2601393.2601696	4.1898104695821	4.3616258622226	2.2464883630422	2.67997421667231	2.79062559733884	2.72989050452905
1.2680130.2680506	4.87630940406654	5.19734650832408	4.09144985907743	4.51403792433605	5.80855510696279	5.86177133227936
1.2689129.2689367	-0.595353452601173	-0.569262986103834	1.09334267245136	0.836078900694366	3.09494588416547	3.00030731310381
1.2694329.2694588	3.34854965610811	3.25755639936018	1.4938154974088	0.836078900694366	0.797711733348267	2.47005715730181
1.2705397.2705679	0.768882421775444	-0.523547451250941	1.14413937885412	-0.980510890171827	4.16636530057643	5.32011476863148
1.2732777.2733128	1.18890735000078	1.53018279942397	0.56215552294163	0.17530245279129	2.12748541705436	1.16394921098218
1.2744617.2744929	1.52913622993078	1.33393160824342	2.41442784338468	2.51918419917248	-0.897989087229821	-0.336564735399346
1.2746209.2746452	-0.220997567971772	0.916706139294884	0.160415708862213	-0.579506349413624	-1.75597961928803	-0.926017359902076
1.2749899.2750202	0.983533371994181	2.90567013383155	-0.0238837097518569	-0.352606039707638	0.947844601072215	1.7479321358937
1.2773689.2774161	7.38110189913861	7.74549550660807	6.71775484648563	7.7152035200743	10.9438782952569	10.605625075775
1.2779104.2779787	6.57965552406175	7.27685907711213	6.00026079024796	6.06611057404317	8.04883413810976	7.26300199451005
1.2812156.2813641	10.1544089177657	9.96263738890933	7.11515456164206	6.6544051132477	10.6277611041775	9.87022337481558
1.2841911.2842214	1.48190069538399	2.10272844070998	1.10184548382958	0.738336313875195	3.19274236243235	2.44583068772589
1.2844975.2846160	8.42274884934375	9.13449575619917	8.46404622979841	8.11953535902988	8.53827274172917	8.48561029043619
1.2859900.2860134	0.877450577623278	1.15944278575049	0.946456142900261	0.900097794626349	0.947844601072215	0.317106265733474
1.2867661.2867992	2.55231688097345	3.37647988341435	2.29402382184072	2.65728282127493	2.99535738817193	3.87201312498139
1.2892719.2893115	4.77112570952983	4.26188097629501	3.34502518657007	3.38109019949529	4.78589005748503	4.37443621281485
1.2894881.2895412	5.97495656142741	4.52451902145611	1.4146210514522	1.79858432253429	3.83177463046154	2.58964909415666
1.2935037.2935264	0.116550040999948	-0.261900544630148	1.18607298752387	1.74515241477943	-2.12406740026301	0.125079243911591
1.2947131.2947584	1.89226650724358	3.05332604353791	2.81046085403511	3.53823018463616	1.88752091588481	1.83009146853841
