GO.ID	q.value
GO:0042548	0.01916
GO:0046500	0.01916
GO:0090377	0.01916
GO:0015695	0.01964
GO:0015706	0.02345
GO:0032472	0.02345
GO:0009152	0.02447
GO:0016052	0.02633
GO:0006164	0.02649
GO:0061088	0.02804
GO:0043467	0.02846
GO:0010027	0.02984
GO:0090376	0.02984
GO:1901657	0.03135
GO:0070726	0.03241
GO:0071668	0.03241
GO:0070887	0.03253
GO:0009668	0.03454
GO:0071396	0.03491
GO:0010928	0.03555
GO:0048468	0.03751
GO:0018105	0.0376
GO:0042744	0.03918
GO:0030641	0.03918
GO:0051453	0.03918
GO:0006650	0.04089
GO:0018209	0.04089
GO:0019464	0.04097
GO:0006073	0.04232
GO:0071229	0.04341
GO:0044106	0.045
GO:0009738	0.0453
GO:1901606	0.04561
GO:0009686	0.04566
GO:0009260	0.04576
GO:0046390	0.04576
GO:0044282	0.0473
GO:0030001	0.04734
GO:0022412	0.04759
GO:0010441	0.04759
GO:0010442	0.04759
GO:0033258	0.04759
GO:0033259	0.04759
GO:0080181	0.04759
GO:0006091	0.04775
GO:0009061	0.04775
GO:0032119	0.04775
GO:2000021	0.04775
