output_prefix	name	motif_id	cluster	total_tfbs	HS_mean_score	HS_bound	CK_mean_score	CK_bound	HS_CK_change	HS_CK_pvalue	HS_CK_highlighted
_C1_GRF_3-C2_GRF_4-C4_GRF_8	NA	C1_GRF_3-C2_GRF_4-C4_GRF_8	C_	852	10.05633	128	11.89165	187	-0.20829	2.4482e-76	True
_C4_bZIP_34	NA	C4_bZIP_34	C_	676	12.23668	146	9.46351	108	0.26947	1.25718e-93	True
_C3_AP2EREBP_27-C4_AP2EREBP_2-C5_AP2EREBP_4	NA	C3_AP2EREBP_27-C4_AP2EREBP_2-C5_AP2EREBP_4	C_	837	9.33726	99	11.41725	173	-0.27481	1.66709e-94	True
_C5_AP2EREBP_5	NA	C5_AP2EREBP_5	C_	295	8.11554	27	10.3024	48	-0.30176	9.60947e-72	True
_C5_MADS_1	NA	C5_MADS_1	C_	306	9.23066	37	11.80467	76	-0.34319	6.38887e-82	True
_C4_AP2EREBP_21	NA	C4_AP2EREBP_21	C_2-C3_ABI3VP1_39-C4_ABI3VP1_25-C5_ABI3VP1_17	282	8.77789	30	10.74523	50	-0.22603	6.12109e-57	True
_C1_bHLH_36	NA	C1_bHLH_36	C_	385	10.77295	66	12.45899	97	-0.20609	6.2532e-58	True
_C1_bHLH_34	NA	C1_bHLH_34	C_	252	8.97433	28	10.2141	39	-0.22437	3.12422e-54	True
_C1_EIL_2-C4_EIL_6-C5_EIL_7	NA	C1_EIL_2-C4_EIL_6-C5_EIL_7	C_	218	8.88582	26	11.05177	44	-0.32979	3.33957e-71	True
_C4_HB_4-C5_HB_4	NA	C4_HB_4-C5_HB_4	C_	631	9.61325	95	11.31507	135	-0.20686	2.20699e-76	True
_C3_bZIP_18	NA	C3_bZIP_18	C_	870	11.92484	194	9.2282	117	0.29703	1.3098e-99	True
_C3_AP2EREBP_2	NA	C3_AP2EREBP_2	C_	715	11.97162	155	8.55699	83	0.40948	1.92444e-106	True
_C3_AP2EREBP_18	NA	C3_AP2EREBP_18	C_	393	13.08514	91	8.08337	34	0.60683	8.7276e-114	True
_C3_Trihelix_26	NA	C3_Trihelix_26	C_	414	11.5869	81	7.73882	32	0.51897	1.58356e-105	True
_C3_LOBAS2_1	NA	C3_LOBAS2_1	C_	195	10.48231	31	6.55168	9	0.58103	3.8704e-88	True
_C3_Trihelix_34	NA	C3_Trihelix_34	C_	520	12.11412	108	8.26598	48	0.44975	7.86045e-100	True
_C3_WRKY_8	NA	C3_WRKY_8	C_	231	11.74636	40	7.66893	22	0.5689	2.36681e-92	True
_C3_AP2EREBP_73	NA	C3_AP2EREBP_73	C_	648	10.8021	113	8.08119	70	0.34418	1.08632e-97	True
_C3_AP2EREBP_25	NA	C3_AP2EREBP_25	C_5	733	11.6889	154	8.42338	88	0.4029	3.33218e-105	True
_C2_C2H2_5	NA	C2_C2H2_5	C_	315	8.99346	36	10.65997	49	-0.28361	2.27573e-72	True
_C1_Homeobox_9	NA	C1_Homeobox_9	C_	359	8.59882	38	10.3402	56	-0.2872	4.28427e-83	True
_C3_C2H2_41-C5_C2H2_8	NA	C3_C2H2_41-C5_C2H2_8	C_	250	9.01188	36	11.60843	63	-0.42027	4.75475e-82	True
_C3_Trihelix_9	NA	C3_Trihelix_9	C_	431	10.95524	73	6.92712	18	0.48845	1.19832e-103	True
_C3_FAR1_1	NA	C3_FAR1_1	C_	370	12.45256	79	9.46437	48	0.32556	3.69711e-80	True
_C3_NAC_19	NA	C3_NAC_19	C_	543	11.44262	99	8.50496	62	0.40675	5.16436e-99	True
_C3_Trihelix_7	NA	C3_Trihelix_7	C_	431	10.92709	73	6.91783	18	0.48724	1.531e-103	True
_C3_LOBAS2_3	NA	C3_LOBAS2_3	C_	391	13.22312	94	7.72693	32	0.69842	3.66235e-119	True
_C4_NAC_18-C5_NAC_5	NA	C4_NAC_18-C5_NAC_5	C_	232	8.07492	22	10.51091	44	-0.31315	1.31682e-69	True
_C1_Homeobox_4	NA	C1_Homeobox_4	C_	157	8.06061	16	10.40168	27	-0.33977	9.74388e-67	True
_C4_C2H2_24	NA	C4_C2H2_24	C_	171	8.50941	20	10.8586	30	-0.3371	4.1828e-72	True
_C4_bHLH_15	NA	C4_bHLH_15	C_	437	9.47058	63	11.82187	99	-0.33513	6.98691e-87	True
_C2_C2C2YABBY_28-C4_C2C2YABBY_16-C5_C2C2YABBY_13	NA	C2_C2C2YABBY_28-C4_C2C2YABBY_16-C5_C2C2YABBY_13	C_	176	10.23544	31	12.71104	42	-0.21988	1.71169e-54	True
_C3_C2C2YABBY_19	NA	C3_C2C2YABBY_19	C_	330	12.44856	78	8.44226	36	0.38932	8.82926e-80	True
_C3_Trihelix_35	NA	C3_Trihelix_35	C_	665	11.91622	131	8.16686	64	0.4678	5.96793e-108	True
_C3_LOBAS2_5	NA	C3_LOBAS2_5	C_	277	9.99871	39	7.39483	22	0.37278	1.21465e-78	True
_C2_BSD_4	NA	C2_BSD_4	C_	1072	11.29505	234	9.40053	159	0.23146	6.59788e-94	True
_C2_HSF_15	NA	C2_HSF_15	C_	679	11.67905	165	7.827	56	0.46477	7.93704e-115	True
_C1_WRKY_3	NA	C1_WRKY_3	C_	688	8.19795	67	9.28737	75	-0.21498	4.84617e-78	True
_C1_WRKY_5	NA	C1_WRKY_5	C_	598	8.43804	58	9.44025	67	-0.2176	1.00644e-80	True
_C1_WRKY_7	NA	C1_WRKY_7	C_	685	8.24861	65	9.24455	62	-0.2512	1.28883e-87	True
_C3_C2H2_100	NA	C3_C2H2_100	C_	123	12.33246	26	8.44378	16	0.32494	3.85816e-54	True
_C2_G2like_49	NA	C2_G2like_49	C_	133	11.65543	32	8.34091	14	0.38786	5.78033e-66	True
_C2_Trihelix_8-C3_Trihelix_24	NA	C2_Trihelix_8-C3_Trihelix_24	C_	206	9.46416	33	7.04014	14	0.36169	8.82976e-76	True
_C2_Trihelix_9	NA	C2_Trihelix_9	C_	296	10.79323	64	7.29216	22	0.47283	2.44545e-94	True
_C2_C2H2_56	NA	C2_C2H2_56	C_6	432	11.60127	91	8.33765	55	0.37238	2.09107e-91	True
_C3_G2like_3	NA	C3_G2like_3	C_	435	10.8479	88	8.04146	43	0.33971	3.75677e-90	True
_C3_ARF_6	NA	C3_ARF_6	C_	492	11.8266	102	9.14368	59	0.35255	6.50914e-95	True
_C3_bZIP_15	NA	C3_bZIP_15	C_	850	12.06498	200	8.93826	107	0.33135	7.97133e-98	True
_C3_HSF_10	NA	C3_HSF_10	C_	326	10.61691	62	7.60765	31	0.37089	1.15344e-83	True
_C4_MYBrelated_16	NA	C4_MYBrelated_16	C_	163	8.66334	14	10.52106	27	-0.22129	4.8457e-44	True
_C3_AP2EREBP_21	NA	C3_AP2EREBP_21	C_	394	13.06219	90	8.07104	36	0.60743	1.66848e-112	True
_C1_ZFHD_5	NA	C1_ZFHD_5	C_	1053	8.04721	101	9.23629	106	-0.2717	1.7402e-100	True
_C3_AP2EREBP_57	NA	C3_AP2EREBP_57	C_	668	12.18203	152	8.74286	78	0.40751	5.10455e-102	True
_C2_HSF_16	NA	C2_HSF_16	C_	539	11.07957	114	8.09691	49	0.37508	4.14004e-95	True
_C1_NAC_26-C4_NAC_37-C5_NAC_10	NA	C1_NAC_26-C4_NAC_37-C5_NAC_10	C_	597	9.09451	79	10.71728	108	-0.22023	2.17506e-82	True
_C5_C2H2_10	NA	C5_C2H2_10	C_0-C2_bHLH_15-C5_bHLH_7	192	8.64722	18	11.04096	39	-0.31777	6.01159e-64	True
_C5_C2H2_9	NA	C5_C2H2_9	C_	450	9.93051	73	11.63726	98	-0.20339	1.16548e-69	True
_C4_C2C2gata_4	NA	C4_C2C2gata_4	C_	656	9.33572	104	10.76595	114	-0.287	3.05103e-92	True
_C2_HSF_30	NA	C2_HSF_30	C_	183	10.34997	35	7.83745	13	0.34538	4.93028e-71	True
_C4_HB_9	NA	C4_HB_9	C_	1081	8.55732	122	10.0705	174	-0.22935	2.10864e-83	True
_C4_Homeobox_8	NA	C4_Homeobox_8	C_	412	8.22566	43	9.81609	60	-0.27969	3.70953e-76	True
_C5_CCAATHAP3_1	NA	C5_CCAATHAP3_1	C_	191	9.78876	25	11.66875	45	-0.20666	2.17501e-44	True
_C4_C2H2_10	NA	C4_C2H2_10	C_	258	9.88301	34	12.62126	64	-0.29226	4.68116e-70	True
_C4_ARID_5	NA	C4_ARID_5	C_	584	10.17858	93	12.09892	131	-0.22107	4.8334e-77	True
_C1_MYBrelated_18	NA	C1_MYBrelated_18	C_	471	10.71312	84	12.81126	122	-0.22853	3.34331e-71	True
_C5_bHLH_6	NA	C5_bHLH_6	C_	207	8.95046	20	11.1017	44	-0.27005	2.08379e-61	True
_C4_REMB3_6	NA	C4_REMB3_6	C_	378	8.38731	41	9.93628	57	-0.20673	8.60416e-61	True
_C1_C2C2YABBY_3-C4_C2C2YABBY_5-C5_C2C2YABBY_4	NA	C1_C2C2YABBY_3-C4_C2C2YABBY_5-C5_C2C2YABBY_4	C_	1289	8.86981	156	10.58338	230	-0.2432	1.55512e-97	True
_C5_C2C2YABBY_3	NA	C5_C2C2YABBY_3	C_	202	8.45477	23	11.39004	46	-0.44168	2.08971e-85	True
_C5_bZIP_2	NA	C5_bZIP_2	C_	1113	9.37464	157	11.16141	221	-0.24496	3.8765e-92	True
_C4_AP2EREBP_4	NA	C4_AP2EREBP_4	C_	213	9.5598	35	11.24627	39	-0.23684	1.00776e-56	True
_C3_HSF_3	NA	C3_HSF_3	C_	584	11.45394	136	8.07123	50	0.41683	2.38489e-104	True
_C3_HSF_1	NA	C3_HSF_1	C_	474	11.81214	118	7.52963	34	0.5228	1.81984e-104	True
_C5_Homeobox_8	NA	C5_Homeobox_8	C_	358	8.07519	38	9.83095	56	-0.21551	1.99194e-65	True
_C1_C2C2YABBY_27-C4_C2C2YABBY_32-C5_C2C2YABBY_18	NA	C1_C2C2YABBY_27-C4_C2C2YABBY_32-C5_C2C2YABBY_18	C_	791	9.45337	108	11.07232	154	-0.23815	4.09548e-86	True
_C4_LIM_2-C5_LIM_2	NA	C4_LIM_2-C5_LIM_2	C_	317	9.49126	52	11.47331	69	-0.28064	4.73935e-69	True
_C1_bHLH_40	NA	C1_bHLH_40	C_6	656	10.22312	114	11.59477	142	-0.21872	8.13522e-81	True
_C3_ND_2	NA	C3_ND_2	C_	457	8.65412	61	10.25931	74	-0.3468	4.91677e-87	True
_C3_AP2EREBP_28	NA	C3_AP2EREBP_28	C_	340	11.18902	58	7.6452	28	0.47112	1.10162e-94	True
_C2_C2C2YABBY_12	NA	C2_C2C2YABBY_12	C_3	347	7.20307	25	9.26281	45	-0.34136	1.6392e-89	True
_C2_C2C2YABBY_13	NA	C2_C2C2YABBY_13	C_3	1829	8.04113	176	9.69392	273	-0.25983	2.36986e-108	True
_C3_C2C2gata_1-C4_C2C2gata_1	NA	C3_C2C2gata_1-C4_C2C2gata_1	C_	757	8.35005	93	10.82189	148	-0.39436	6.60389e-107	True
_C3_C2C2gata_3	NA	C3_C2C2gata_3	C_	390	7.36456	41	10.90523	76	-0.5821	1.69555e-106	True
_C1_ZFHD_1-C2_ZFHD_9-C4_ZFHD_3-C5_ZFHD_2	NA	C1_ZFHD_1-C2_ZFHD_9-C4_ZFHD_3-C5_ZFHD_2	C_0	598	9.13215	71	10.6338	103	-0.19869	7.06632e-77	True
_C2_C2C2gata_21-C4_C2C2gata_10	NA	C2_C2C2gata_21-C4_C2C2gata_10	C_0	186	8.04987	15	10.09156	27	-0.2513	1.55181e-57	True
_C3_C2C2gata_17	NA	C3_C2C2gata_17	C_	223	11.41977	49	8.3471	25	0.33341	5.20122e-70	True
_C2_C2C2gata_15	NA	C2_C2C2gata_15	C_	695	11.51793	148	8.77248	87	0.32096	2.61931e-94	True
_C3_ARF_4	NA	C3_ARF_4	C_	268	11.63508	56	8.27283	28	0.42042	2.25644e-87	True
_C3_LOBAS2_8	NA	C3_LOBAS2_8	C_	380	11.65255	75	7.7662	29	0.52494	4.45389e-101	True
_C3_C2C2gata_46	NA	C3_C2C2gata_46	C_	240	9.26138	40	11.01328	47	-0.32487	7.40886e-69	True
_C2_HSF_17	NA	C2_HSF_17	C_7	1334	10.70069	261	8.04026	129	0.34241	3.87835e-109	True
_C5_ABI3VP1_14	NA	C5_ABI3VP1_14	C_	381	8.46314	45	10.72744	67	-0.27082	1.305e-75	True
_C2_bZIP_7-C3_bZIP_28-C4_bZIP_6-C5_bZIP_3	NA	C2_bZIP_7-C3_bZIP_28-C4_bZIP_6-C5_bZIP_3	C_	963	9.74851	143	11.25775	196	-0.20559	1.39094e-80	True
_C5_bZIP_10	NA	C5_bZIP_10	C_4-C3_bHLH_21-C4_bHLH_14-C5_bHLH_5	305	9.22421	39	11.90778	67	-0.334	1.61992e-78	True
_C2_REMB3_2-C4_REMB3_4	NA	C2_REMB3_2-C4_REMB3_4	C_	1154	8.19211	114	9.65502	161	-0.21179	9.14276e-84	True
_C4_REMB3_5	NA	C4_REMB3_5	C_	193	8.85183	23	11.14692	36	-0.33362	2.21636e-67	True
_C1_C2C2gata_1-C2_C2C2gata_1-C3_C2C2gata_2-C4_C2C2gata_2	NA	C1_C2C2gata_1-C2_C2C2gata_1-C3_C2C2gata_2-C4_C2C2gata_2	C_	919	8.58261	105	11.27022	212	-0.4236	1.09536e-112	True
_C5_MADS_3	NA	C5_MADS_3	C_	602	10.48682	100	11.8994	135	-0.20749	1.54832e-70	True
_C4_HB_5-C5_HB_5	NA	C4_HB_5-C5_HB_5	C_	276	9.21235	44	10.82338	48	-0.21487	6.27568e-52	True
_C5_Homeobox_4	NA	C5_Homeobox_4	C_	244	8.49677	27	10.78941	39	-0.32592	4.81151e-75	True
_C1_ABI3VP1_3-C4_ABI3VP1_5-C5_ABI3VP1_2	NA	C1_ABI3VP1_3-C4_ABI3VP1_5-C5_ABI3VP1_2	C_	340	9.2653	52	11.52772	80	-0.26193	3.66183e-68	True
_C5_ABI3VP1_7	NA	C5_ABI3VP1_7	C_	379	10.00151	61	11.67517	91	-0.21037	2.74641e-63	True
_C3_NAC_63	NA	C3_NAC_63	C_	548	11.09348	98	8.30387	58	0.39675	1.97521e-97	True
_C1_AP2EREBP_11-C2_AP2EREBP_26-C4_AP2EREBP_12	NA	C1_AP2EREBP_11-C2_AP2EREBP_26-C4_AP2EREBP_12	C_0	404	10.86264	76	13.07424	106	-0.2314	5.08271e-70	True
_C1_ND_1-C4_ND_1	NA	C1_ND_1-C4_ND_1	C_	582	9.29508	100	12.0244	141	-0.40544	1.8755e-97	True
_C4_MYB_6	NA	C4_MYB_6	C_	174	8.43116	17	10.05695	25	-0.21061	3.73513e-44	True
_C4_C3H_9	NA	C4_C3H_9	C_	447	10.66444	76	12.40238	111	-0.20539	1.09532e-65	True
_C2_bHLH_14-C3_bHLH_21-C4_bHLH_14-C5_bHLH_5	NA	C2_bHLH_14-C3_bHLH_21-C4_bHLH_14-C5_bHLH_5	C_4-C3_bHLH_21-C4_bHLH_14-C5_bHLH_5	883	9.7291	126	11.59513	192	-0.23564	2.9748e-89	True
_C4_AP2EREBP_30-C5_AP2EREBP_18	NA	C4_AP2EREBP_30-C5_AP2EREBP_18	C_	335	9.23446	42	11.64428	73	-0.28808	1.24915e-73	True
_C1_Trihelix_6	NA	C1_Trihelix_6	C_4	461	9.45672	64	10.53276	64	-0.2028	8.87439e-69	True
_C1_SRS_3	NA	C1_SRS_3	C_	578	8.11899	52	9.7244	66	-0.34623	8.91425e-90	True
_C1_C2C2YABBY_19-C2_C2C2YABBY_38-C4_C2C2YABBY_22-C5_C2C2YABBY_17	NA	C1_C2C2YABBY_19-C2_C2C2YABBY_38-C4_C2C2YABBY_22-C5_C2C2YABBY_17	C_	978	9.84698	143	11.34322	207	-0.21678	2.83688e-87	True
_C2_C2C2YABBY_22-C5_C2C2YABBY_10	NA	C2_C2C2YABBY_22-C5_C2C2YABBY_10	C_	1292	10.30985	220	12.10227	292	-0.22134	2.15967e-92	True
_C4_BZR_7	NA	C4_BZR_7	C_	255	9.96197	42	11.6191	54	-0.2025	6.57127e-57	True
_C5_C2C2YABBY_8	NA	C5_C2C2YABBY_8	C_	437	8.11741	42	9.94514	66	-0.26459	6.13629e-77	True
_C5_EIL_3	NA	C5_EIL_3	C_	811	9.29716	110	10.67371	151	-0.19963	2.94726e-80	True
_C3_HSF_18	NA	C3_HSF_18	C_	1214	10.07762	206	8.55409	131	0.20396	3.55635e-92	True
_C3_HSF_4	NA	C3_HSF_4	C_	436	11.51461	104	7.70528	35	0.46524	5.51948e-100	True
_C3_HSF_2	NA	C3_HSF_2	C_	1234	11.07143	254	7.93369	111	0.38749	1.21761e-120	True
_C3_HSF_27	NA	C3_HSF_27	C_7	688	11.3082	137	8.46083	76	0.34614	3.71322e-97	True
_C1_GRF_1-C4_GRF_2-C5_GRF_2	NA	C1_GRF_1-C4_GRF_2-C5_GRF_2	C_	322	8.69148	37	10.40304	58	-0.21109	3.75419e-62	True
_C3_C2C2COlike_2	NA	C3_C2C2COlike_2	C_	567	12.53223	135	8.429	59	0.41165	2.53828e-95	True
_C3_C2C2gata_13	NA	C3_C2C2gata_13	C_	599	11.55563	123	8.25315	70	0.40816	1.23454e-98	True
_C4_Homeobox_3-C5_Homeobox_5	NA	C4_Homeobox_3-C5_Homeobox_5	C_	741	8.69608	88	10.48344	117	-0.2471	3.94477e-84	True
_C2_MYB_54-C4_MYB_41	NA	C2_MYB_54-C4_MYB_41	C_4-C4_MYB_41	765	10.62001	131	12.43989	186	-0.19997	8.7284e-73	True
_C1_bHLH_31-C2_bHLH_20-C4_bHLH_24	NA	C1_bHLH_31-C2_bHLH_20-C4_bHLH_24	C_6	785	10.7198	146	12.19784	179	-0.19887	6.0387e-77	True
_C3_C2H2_40	NA	C3_C2H2_40	C_	813	12.68617	188	9.00068	97	0.34235	3.78736e-97	True
_C3_AP2EREBP_3	NA	C3_AP2EREBP_3	C_	651	11.61179	126	8.22431	66	0.44868	3.90112e-109	True
_C3_AP2EREBP_14	NA	C3_AP2EREBP_14	C_	494	11.65394	97	8.39385	38	0.34688	1.08265e-95	True
_C3_Trihelix_29	NA	C3_Trihelix_29	C_	230	11.84465	39	7.15687	16	0.75364	1.06257e-109	True
_C3_ABI3VP1_7	NA	C3_ABI3VP1_7	C_	801	12.39694	181	9.22108	99	0.29856	1.02982e-96	True
_C3_Homeobox_14	NA	C3_Homeobox_14	C_	713	12.70221	178	9.78407	115	0.29902	1.44823e-93	True
_C3_TCP_15	NA	C3_TCP_15	C_	829	11.62477	170	9.01237	97	0.29063	1.39234e-94	True
_C3_C2C2gata_7	NA	C3_C2C2gata_7	C_	175	10.63228	30	7.71236	17	0.35514	4.43184e-71	True
_C1_bHLH_44-C3_bHLH_34	NA	C1_bHLH_44-C3_bHLH_34	C_	819	12.31444	187	9.99248	131	0.25726	1.41717e-93	True
_C3_NLP_2	NA	C3_NLP_2	C_	583	11.38935	112	8.3564	68	0.35283	3.06627e-93	True
_C3_WRKY_21	NA	C3_WRKY_21	C_8	150	12.33562	35	8.32816	15	0.4633	7.24483e-74	True
_C3_NLP_13	NA	C3_NLP_13	C_	199	13.0755	48	7.53878	18	0.74127	2.89472e-101	True
_C3_bZIP_51	NA	C3_bZIP_51	C_	836	12.51958	209	9.83206	125	0.30824	2.50823e-95	True
_C3_bZIP_1	NA	C3_bZIP_1	C_	418	11.68626	88	8.51568	48	0.37271	1.21975e-93	True
_C3_NLP_18	NA	C3_NLP_18	C_	770	12.26736	173	9.17388	91	0.33392	2.99143e-102	True
_C4_ARID_4	NA	C4_ARID_4	C_	1321	9.91906	202	11.71335	288	-0.20123	1.07915e-86	True
_C4_GeBP_4	NA	C4_GeBP_4	C_	553	9.00528	77	10.98166	105	-0.23596	6.46751e-78	True
_C4_ND_3	NA	C4_ND_3	C_	652	9.21052	99	11.52101	133	-0.38954	9.72125e-104	True
_C3_AP2EREBP_97	NA	C3_AP2EREBP_97	C_	601	12.48751	146	8.61955	65	0.4101	1.76899e-105	True
_C3_AP2EREBP_94	NA	C3_AP2EREBP_94	C_	563	11.64833	119	7.67095	48	0.47481	4.42042e-103	True
_C1_ABI3VP1_1-C4_ABI3VP1_1	NA	C1_ABI3VP1_1-C4_ABI3VP1_1	C_	446	10.2332	73	12.17914	103	-0.23575	2.42993e-70	True
_C3_AP2EREBP_9	NA	C3_AP2EREBP_9	C_1	344	13.04196	83	7.67909	28	0.66872	3.26648e-115	True
_C3_HSF_28	NA	C3_HSF_28	C_7	311	11.69333	64	8.17016	30	0.41266	1.15951e-83	True
_C3_Trihelix_49	NA	C3_Trihelix_49	C_	651	12.57228	161	9.89787	91	0.30935	4.68035e-93	True
_C3_DBP_6	NA	C3_DBP_6	C_	904	11.5358	194	9.14829	120	0.27993	3.84002e-96	True
_C4_CCAATHAP3_1	NA	C4_CCAATHAP3_1	C_	597	8.70553	86	12.036	134	-0.505	1.62827e-117	True
_C3_bZIP_38	NA	C3_bZIP_38	C_6	297	12.19988	64	7.02197	21	0.71948	2.00874e-109	True
_C3_C2C2gata_36	NA	C3_C2C2gata_36	C_6	368	11.16806	66	7.66081	34	0.44414	1.57774e-92	True
_C3_C2C2gata_50	NA	C3_C2C2gata_50	C_	239	12.03092	56	7.34578	19	0.562	8.90722e-94	True
_C3_E2FDP_2	NA	C3_E2FDP_2	C_	393	13.09208	90	8.083	36	0.60833	6.85338e-114	True
_C3_AP2EREBP_6	NA	C3_AP2EREBP_6	C_	1227	12.04566	257	8.07283	110	0.46749	1.69632e-118	True
_C3_AP2EREBP_7	NA	C3_AP2EREBP_7	C_	599	11.43275	117	7.91027	45	0.40198	5.51477e-98	True
_C3_LOBAS2_4	NA	C3_LOBAS2_4	C_	287	13.13226	68	6.97977	18	0.81016	3.11718e-114	True
_C3_AP2EREBP_20	NA	C3_AP2EREBP_20	C_0	734	12.8364	179	9.56998	107	0.35265	2.51209e-99	True
_C1_E2FDP_1	NA	C1_E2FDP_1	C_	927	8.29012	95	9.03281	91	-0.20297	9.48942e-83	True
_C3_LOBAS2_2	NA	C3_LOBAS2_2	C_	353	11.50352	67	7.37604	21	0.59698	1.23259e-100	True
_C3_Trihelix_8	NA	C3_Trihelix_8	C_	229	11.77723	38	7.15833	16	0.74946	3.10895e-107	True
_C3_AP2EREBP_62	NA	C3_AP2EREBP_62	C_	229	11.6812	39	7.68762	22	0.56017	6.79266e-95	True
_C3_Trihelix_2	NA	C3_Trihelix_2	C_	1042	11.54979	201	8.0324	93	0.4302	2.7004e-118	True
_C3_Trihelix_27	NA	C3_Trihelix_27	C_	626	11.46493	122	8.14749	72	0.40571	6.71519e-108	True
_C3_NAC_66	NA	C3_NAC_66	C_6	296	12.21028	64	7.0373	21	0.71663	3.5201e-112	True
