GO.ID	Term	Annotated	Count	Expected	p-value	q-value	Aspect	Genes	Origin input
GO:0008152	metabolic process	14067	131	93.53	2.9e-09	1.430e-06	P	AT1G02640, AT1G06690, AT1G07440, AT1G07745, AT1G07920, AT1G07930, AT1G07940, AT1G08110, AT1G10810, AT1G11050, AT1G11480, AT1G16030, AT1G16300, AT1G19600, AT1G29220, AT1G32470, AT1G44090, AT1G49975, AT1G50490, AT1G55020, AT1G56410, AT1G59860, AT1G60680, AT1G60690, AT1G60710, AT1G60730, AT1G60750, AT1G60980, AT1G67290, AT1G70570, AT1G78060, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G05260, AT2G19150, AT2G21660, AT2G28000, AT2G29150, AT2G29260, AT2G29290, AT2G29350, AT2G29360, AT2G29370, AT2G30490, AT2G35120, AT2G35370, AT2G36130, AT2G41500, AT2G44790, AT2G47280, AT3G04680, AT3G07770, AT3G09440, AT3G12130, AT3G12580, AT3G18140, AT3G19620, AT3G20060, AT3G22400, AT3G24130, AT3G24500, AT3G24560, AT3G24660, AT3G44190, AT3G44890, AT3G50820, AT3G54610, AT3G57490, AT3G61990, AT3G62000, AT3G63510, AT4G10955, AT4G10960, AT4G17760, AT4G18470, AT4G23920, AT4G24160, AT4G25420, AT4G27070, AT4G30580, AT4G30820, AT4G36650, AT4G37910, AT4G39260, AT5G01980, AT5G02490, AT5G02500, AT5G05200, AT5G06060, AT5G06770, AT5G07200, AT5G08280, AT5G09590, AT5G09700, AT5G09730, AT5G10560, AT5G11340, AT5G12030, AT5G13120, AT5G16940, AT5G18990, AT5G22140, AT5G23880, AT5G24180, AT5G24190, AT5G24200, AT5G24210, AT5G24220, AT5G24230, AT5G26810, AT5G26880, AT5G28237, AT5G36110, AT5G36130, AT5G36140, AT5G38510, AT5G47970, AT5G48640, AT5G49360, AT5G51810, AT5G54810, AT5G58110, AT5G60160, AT5G60390, AT5G61510, AT5G63890, AT5G64570, AT5G64920, AT5G66570	AT1G02640, AT1G06690, AT1G07440, AT1G07745, AT1G07920, AT1G07930, AT1G07940, AT1G08110, AT1G10810, AT1G11050, AT1G11480, AT1G16030, AT1G16300, AT1G19600, AT1G29220, AT1G32470, AT1G44090, AT1G49975, AT1G50490, AT1G55020, AT1G56410, AT1G59860, AT1G60680, AT1G60690, AT1G60710, AT1G60730, AT1G60750, AT1G60980, AT1G67290, AT1G70570, AT1G78060, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G05260, AT2G19150, AT2G21660, AT2G28000, AT2G29150, AT2G29260, AT2G29290, AT2G29350, AT2G29360, AT2G29370, AT2G30490, AT2G35120, AT2G35370, AT2G36130, AT2G41500, AT2G44790, AT2G47280, AT3G04680, AT3G07770, AT3G09440, AT3G12130, AT3G12580, AT3G18140, AT3G19620, AT3G20060, AT3G22400, AT3G24130, AT3G24500, AT3G24560, AT3G24660, AT3G44190, AT3G44890, AT3G50820, AT3G54610, AT3G57490, AT3G61990, AT3G62000, AT3G63510, AT4G10955, AT4G10960, AT4G17760, AT4G18470, AT4G23920, AT4G24160, AT4G25420, AT4G27070, AT4G30580, AT4G30820, AT4G36650, AT4G37910, AT4G39260, AT5G01980, AT5G02490, AT5G02500, AT5G05200, AT5G06060, AT5G06770, AT5G07200, AT5G08280, AT5G09590, AT5G09700, AT5G09730, AT5G10560, AT5G11340, AT5G12030, AT5G13120, AT5G16940, AT5G18990, AT5G22140, AT5G23880, AT5G24180, AT5G24190, AT5G24200, AT5G24210, AT5G24220, AT5G24230, AT5G26810, AT5G26880, AT5G28237, AT5G36110, AT5G36130, AT5G36140, AT5G38510, AT5G47970, AT5G48640, AT5G49360, AT5G51810, AT5G54810, AT5G58110, AT5G60160, AT5G60390, AT5G61510, AT5G63890, AT5G64570, AT5G64920, AT5G66570
GO:0006457	protein folding	312	15	2.07	3e-09	1.430e-06	P	AT1G16030, AT1G56410, AT1G59860, AT2G04030, AT2G28000, AT2G36130, AT3G07770, AT3G09440, AT3G12580, AT4G37910, AT5G02490, AT5G02500, AT5G09590, AT5G12030, AT5G13120	AT1G16030, AT1G56410, AT1G59860, AT2G04030, AT2G28000, AT2G36130, AT3G07770, AT3G09440, AT3G12580, AT4G37910, AT5G02490, AT5G02500, AT5G09590, AT5G12030, AT5G13120
GO:0000272	polysaccharide catabolic process	186	12	1.24	4.7e-09	2.068e-06	P	AT1G02640, AT1G78060, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570
GO:0016052	carbohydrate catabolic process	283	14	1.88	7.2e-09	2.942e-06	P	AT1G02640, AT1G16300, AT1G78060, AT1G79530, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570	AT1G02640, AT1G16300, AT1G78060, AT1G79530, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570
GO:0009628	response to abiotic stimulus	1987	37	13.21	8.4e-09	3.203e-06	P	AT1G07400, AT1G07440, AT1G07745, AT1G16030, AT1G44090, AT1G53540, AT1G56410, AT1G59860, AT1G60980, AT2G04030, AT2G21660, AT2G29500, AT2G30490, AT3G09440, AT3G12580, AT3G18140, AT3G24500, AT3G46230, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT4G37910, AT4G39260, AT5G02490, AT5G02500, AT5G07200, AT5G09590, AT5G12020, AT5G12030, AT5G51810, AT5G54810, AT5G59720, AT5G61510, AT5G61900, AT5G63890, AT5G66570	AT1G07400, AT1G07440, AT1G07745, AT1G16030, AT1G44090, AT1G53540, AT1G56410, AT1G59860, AT1G60980, AT2G04030, AT2G21660, AT2G29500, AT2G30490, AT3G09440, AT3G12580, AT3G18140, AT3G24500, AT3G46230, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT4G37910, AT4G39260, AT5G02490, AT5G02500, AT5G07200, AT5G09590, AT5G12020, AT5G12030, AT5G51810, AT5G54810, AT5G59720, AT5G61510, AT5G61900, AT5G63890, AT5G66570
GO:0045491	xylan metabolic process	45	7	0.3	1.9e-08	6.793e-06	P	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0009644	response to high light intensity	74	8	0.49	3.4e-08	1.144e-05	P	AT2G29500, AT3G12580, AT3G50820, AT4G27670, AT5G12030, AT5G59720, AT5G61510, AT5G66570	AT2G29500, AT3G12580, AT3G50820, AT4G27670, AT5G12030, AT5G59720, AT5G61510, AT5G66570
GO:0044724	single-organism carbohydrate catabolic process	109	9	0.72	5e-08	1.589e-05	P	AT1G02640, AT1G16300, AT1G78060, AT1G79530, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G16300, AT1G78060, AT1G79530, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0090377	seed trichome initiation	10	4	0.07	3.8e-07	1.144e-04	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0009314	response to radiation	755	19	5.02	7.4e-07	2.116e-04	P	AT1G07745, AT1G44090, AT1G60980, AT2G04030, AT2G29500, AT2G30490, AT3G12580, AT3G18140, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT5G07200, AT5G12030, AT5G51810, AT5G59720, AT5G61510, AT5G63890, AT5G66570	AT1G07745, AT1G44090, AT1G60980, AT2G04030, AT2G29500, AT2G30490, AT3G12580, AT3G18140, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT5G07200, AT5G12030, AT5G51810, AT5G59720, AT5G61510, AT5G63890, AT5G66570
GO:0009686	gibberellin biosynthetic process	30	5	0.2	1.5e-06	4.086e-04	P	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810
GO:0009416	response to light stimulus	725	18	4.82	1.8e-06	4.477e-04	P	AT1G44090, AT1G60980, AT2G04030, AT2G29500, AT2G30490, AT3G12580, AT3G18140, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT5G07200, AT5G12030, AT5G51810, AT5G59720, AT5G61510, AT5G63890, AT5G66570	AT1G44090, AT1G60980, AT2G04030, AT2G29500, AT2G30490, AT3G12580, AT3G18140, AT3G50820, AT3G54610, AT4G25420, AT4G27670, AT5G07200, AT5G12030, AT5G51810, AT5G59720, AT5G61510, AT5G63890, AT5G66570
GO:0016102	diterpenoid biosynthetic process	31	5	0.21	1.8e-06	4.477e-04	P	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810
GO:0009685	gibberellin metabolic process	32	5	0.21	2.1e-06	5.005e-04	P	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810
GO:0010410	hemicellulose metabolic process	97	7	0.64	4e-06	9.020e-04	P	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0009642	response to light intensity	138	8	0.92	4.1e-06	9.020e-04	P	AT2G29500, AT3G12580, AT3G50820, AT4G27670, AT5G12030, AT5G59720, AT5G61510, AT5G66570	AT2G29500, AT3G12580, AT3G50820, AT4G27670, AT5G12030, AT5G59720, AT5G61510, AT5G66570
GO:0044699	single-organism process	11098	103	73.79	5.5e-06	1.164e-03	P	AT1G02640, AT1G06690, AT1G07440, AT1G07745, AT1G07920, AT1G07930, AT1G07940, AT1G08110, AT1G08230, AT1G08860, AT1G09070, AT1G10810, AT1G16300, AT1G32470, AT1G44090, AT1G50490, AT1G55020, AT1G60680, AT1G60690, AT1G60710, AT1G60730, AT1G60750, AT1G60980, AT1G67290, AT1G70570, AT1G78060, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G05260, AT2G21660, AT2G28000, AT2G29150, AT2G29260, AT2G29290, AT2G29350, AT2G29360, AT2G29370, AT2G30490, AT2G31090, AT2G35120, AT2G35370, AT2G41500, AT2G44790, AT3G04680, AT3G05680, AT3G18140, AT3G20060, AT3G22400, AT3G24500, AT3G24560, AT3G24660, AT3G44190, AT3G50820, AT3G54610, AT3G63510, AT4G04220, AT4G10955, AT4G10960, AT4G17760, AT4G18470, AT4G23920, AT4G24160, AT4G25420, AT4G27070, AT4G30580, AT4G30820, AT5G02390, AT5G02500, AT5G06060, AT5G07200, AT5G08280, AT5G09700, AT5G09730, AT5G10560, AT5G22140, AT5G23880, AT5G24180, AT5G24190, AT5G24200, AT5G24210, AT5G24220, AT5G24230, AT5G26880, AT5G28237, AT5G36110, AT5G36130, AT5G36140, AT5G47970, AT5G48630, AT5G48640, AT5G49360, AT5G49960, AT5G51810, AT5G54810, AT5G57930, AT5G60390, AT5G61510, AT5G61900, AT5G63890, AT5G64570, AT5G66570	AT1G02640, AT1G06690, AT1G07440, AT1G07745, AT1G07920, AT1G07930, AT1G07940, AT1G08110, AT1G08230, AT1G08860, AT1G09070, AT1G10810, AT1G16300, AT1G32470, AT1G44090, AT1G50490, AT1G55020, AT1G60680, AT1G60690, AT1G60710, AT1G60730, AT1G60750, AT1G60980, AT1G67290, AT1G70570, AT1G78060, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G05260, AT2G21660, AT2G28000, AT2G29150, AT2G29260, AT2G29290, AT2G29350, AT2G29360, AT2G29370, AT2G30490, AT2G31090, AT2G35120, AT2G35370, AT2G41500, AT2G44790, AT3G04680, AT3G05680, AT3G18140, AT3G20060, AT3G22400, AT3G24500, AT3G24560, AT3G24660, AT3G44190, AT3G50820, AT3G54610, AT3G63510, AT4G04220, AT4G10955, AT4G10960, AT4G17760, AT4G18470, AT4G23920, AT4G24160, AT4G25420, AT4G27070, AT4G30580, AT4G30820, AT5G02390, AT5G02500, AT5G06060, AT5G07200, AT5G08280, AT5G09700, AT5G09730, AT5G10560, AT5G22140, AT5G23880, AT5G24180, AT5G24190, AT5G24200, AT5G24210, AT5G24220, AT5G24230, AT5G26880, AT5G28237, AT5G36110, AT5G36130, AT5G36140, AT5G47970, AT5G48630, AT5G48640, AT5G49360, AT5G49960, AT5G51810, AT5G54810, AT5G57930, AT5G60390, AT5G61510, AT5G61900, AT5G63890, AT5G64570, AT5G66570
GO:0019464	glycine decarboxylation via glycine cleavage system	6	3	0.04	5.7e-06	1.164e-03	P	AT1G32470, AT2G35120, AT2G35370	AT1G32470, AT2G35120, AT2G35370
GO:0016101	diterpenoid metabolic process	39	5	0.26	5.9e-06	1.164e-03	P	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810	AT1G44090, AT1G60980, AT4G25420, AT5G07200, AT5G51810
GO:0042542	response to hydrogen peroxide	69	6	0.46	6.7e-06	1.251e-03	P	AT1G53540, AT2G29500, AT3G12580, AT4G27670, AT5G12030, AT5G59720	AT1G53540, AT2G29500, AT3G12580, AT4G27670, AT5G12030, AT5G59720
GO:0048608	reproductive structure development	1315	24	8.74	7e-06	1.251e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0061458	reproductive system development	1315	24	8.74	7e-06	1.251e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0009791	post-embryonic development	1620	27	10.77	9.4e-06	1.629e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G55020, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G22400, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02500, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G55020, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT3G04680, AT3G05680, AT3G22400, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02500, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0003006	developmental process involved in reproduction	1531	26	10.18	1e-05	1.682e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0022412	cellular process involved in reproduction in multicellular organism	76	6	0.51	1.2e-05	1.961e-03	P	AT1G07920, AT1G07930, AT1G07940, AT2G41500, AT5G02390, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT2G41500, AT5G02390, AT5G60390
GO:0010383	cell wall polysaccharide metabolic process	119	7	0.79	1.5e-05	2.383e-03	P	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT5G09700, AT5G09730, AT5G10560, AT5G49360, AT5G64570
GO:0006546	glycine catabolic process	8	3	0.05	1.6e-05	2.474e-03	P	AT1G32470, AT2G35120, AT2G35370	AT1G32470, AT2G35120, AT2G35370
GO:0009615	response to virus	82	6	0.55	1.8e-05	2.709e-03	P	AT1G16030, AT3G09440, AT3G12580, AT5G02490, AT5G02500, AT5G09590	AT1G16030, AT3G09440, AT3G12580, AT5G02490, AT5G02500, AT5G09590
GO:0000162	tryptophan biosynthetic process	26	4	0.17	2.5e-05	3.488e-03	P	AT1G70570, AT4G27070, AT5G28237, AT5G54810	AT1G70570, AT4G27070, AT5G28237, AT5G54810
GO:0046219	indolalkylamine biosynthetic process	26	4	0.17	2.5e-05	3.488e-03	P	AT1G70570, AT4G27070, AT5G28237, AT5G54810	AT1G70570, AT4G27070, AT5G28237, AT5G54810
GO:0090378	seed trichome elongation	26	4	0.17	2.5e-05	3.488e-03	P	AT1G07920, AT1G07930, AT1G07940, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT5G60390
GO:0044702	single organism reproductive process	1436	24	9.55	3e-05	4.086e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G28000, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G28000, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0022414	reproductive process	1667	26	11.08	4.3e-05	5.720e-03	P	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390	AT1G07920, AT1G07930, AT1G07940, AT1G44090, AT1G60980, AT1G78580, AT1G79530, AT2G02850, AT2G04030, AT2G21660, AT2G28000, AT2G31090, AT2G41500, AT3G04680, AT3G05680, AT3G24560, AT3G54610, AT4G25420, AT4G30580, AT5G02390, AT5G07200, AT5G23880, AT5G49360, AT5G51810, AT5G57930, AT5G60390
GO:0009071	serine family amino acid catabolic process	11	3	0.07	4.6e-05	5.847e-03	P	AT1G32470, AT2G35120, AT2G35370	AT1G32470, AT2G35120, AT2G35370
GO:0005976	polysaccharide metabolic process	445	12	2.96	4.6e-05	5.847e-03	P	AT1G02640, AT1G78060, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570	AT1G02640, AT1G78060, AT2G19150, AT2G47280, AT3G24130, AT5G09700, AT5G09730, AT5G10560, AT5G18990, AT5G26810, AT5G49360, AT5G64570
