distanceToTSS (log10)	group
-0.654657754649525	dko CK
-0.629817196018516	dko CK
0	dko CK
1.03354437609095	dko CK
1.07878296019696	dko CK
-1.26888205873257	dko CK
0	dko CK
0.0170333392987804	dko CK
0	dko CK
1.20636706194497	dko CK
0	dko CK
-0.269746373130767	dko CK
-0.72222246396973	dko CK
-0.886829004676982	dko CK
-0.907733736997655	dko CK
0.769303460189082	dko CK
0	dko CK
0.0519239160461065	dko CK
0	dko CK
0.467312062980552	dko CK
0.226084115975824	dko CK
-0.187238619831479	dko CK
0	dko CK
-0.781252594248456	dko CK
0.0503797562614578	dko CK
-0.153509989300838	dko CK
0	dko CK
0	dko CK
0.662096445417923	dko CK
0.764549719064467	dko CK
-0.626750853683393	dko CK
-0.297103650149256	dko CK
-0.106530853822381	dko CK
0	dko CK
0.797267540830716	dko CK
0.838786144946595	dko CK
-1.2150291780943	dko CK
-0.806383501824168	dko CK
-0.405517106976376	dko CK
-0.304921161900892	dko CK
-0.183839037056421	dko CK
-0.140822180109311	dko CK
-0.4184670209466	dko CK
0	dko CK
0	dko CK
0.831997677235896	dko CK
-0.00130093302041807	dko CK
0.0406023401140731	dko CK
0.821316970591097	dko CK
0.831101564501359	dko CK
0.842983470122218	dko CK
0.856547644856748	dko CK
1.0290589500845	dko CK
1.05227059665675	dko CK
1.13379430060451	dko CK
1.17819969914806	dko CK
1.20128785410176	dko CK
1.22499896053945	dko CK
1.23952470315667	dko CK
-1.26076284493617	dko CK
-1.25652532484811	dko CK
-1.24892913371877	dko CK
-1.2001114596238	dko CK
-1.18204354594306	dko CK
-1.17600439147225	dko CK
-1.125838963995	dko CK
-1.09229947657425	dko CK
-1.08044609461105	dko CK
-1.03742649794062	dko CK
-1.02193316647744	dko CK
-1.00543792305082	dko CK
-0.988202100258781	dko CK
-0.815976000971986	dko CK
-0.79399980098447	dko CK
-0.764101376476229	dko CK
-0.750276915153993	dko CK
-0.675044735955893	dko CK
-0.426673888021373	dko CK
-0.282622112878063	dko CK
-0.111598524880394	dko CK
0	dko CK
-0.824060717418653	dko CK
-0.782615932031604	dko CK
-0.226857570288723	dko CK
0	dko CK
0.161068385471175	dko CK
0.469232742506612	dko CK
0.511080845539118	dko CK
0	dko CK
-0.151982395457474	dko CK
-1.02938377768521	dko CK
-1.06096211309383	dko CK
-0.0870712059065354	dko CK
0	dko CK
0	dko CK
0.770483809431108	dko CK
0.751663946260987	dko CK
0.421110129793434	dko CK
0	dko CK
0.832061614590727	dko CK
-0.0346284566253203	dko CK
0.197556213153537	dko CK
-0.139879086401236	dko CK
-0.0899051114393979	dko CK
-0.413132050434872	dko CK
0	dko CK
1.21558469418161	dko CK
0	dko CK
0.585235063365775	dko CK
-0.0195316845312554	dko CK
0.0569048513364726	dko CK
-0.125806458139527	dko CK
-0.202488317060094	dko CK
0	dko CK
-0.000867721531226913	dko CK
0.288472800599783	dko CK
-0.0909630765957317	dko CK
0	dko CK
0	dko CK
0	dko CK
0.924486043733915	dko CK
0.0417873189717518	dko CK
0.133858125203335	dko CK
0.474944335465388	dko CK
0.416474079100221	dko CK
0.0867156639448825	dko CK
0	dko CK
-0.420120848085703	dko CK
-0.572987708198205	dko CK
-1.10683658736679	dko CK
-1.11464433890228	dko CK
-1.12881914219451	dko CK
-1.2916352070879	dko CK
-1.3034336660062	dko CK
-1.54672769272835	dko CK
1.56149493379483	dko CK
1.55857658254224	dko CK
1.55343394269652	dko CK
1.53672253448242	dko CK
1.52689471558467	dko CK
1.52461678371005	dko CK
1.4540670052789	dko CK
1.44633519492824	dko CK
0.494711025205263	dko CK
-0.750970984437319	dko CK
-0.871631304537554	dko CK
-0.913919764951466	dko CK
-0.990649588318854	dko CK
0.112269768417271	dko CK
0	dko CK
0.479143247978613	dko CK
0.82210266864692	dko CK
0.791690649020118	dko CK
0	dko CK
0	dko CK
0	dko CK
-0.752048447819439	dko CK
0.00302947055361796	dko CK
0.56925683332861	dko CK
0.594282028811806	dko CK
0.0831441431430523	dko CK
-0.694780636012062	dko CK
0.647089428716555	dko CK
0.618988920364934	dko CK
0.42586014507784	dko CK
0	dko CK
-0.0437551269686795	dko CK
-0.34222522936079	dko CK
-0.645324001562293	dko CK
-0.62293896921149	dko CK
-0.365675140455918	dko CK
-0.281260687055013	dko CK
-0.132259689531044	dko CK
0.516138576717074	dko CK
0.594613509160098	dko CK
0.616475513888565	dko CK
0.660201201380682	dko CK
0.343408593803857	dko CK
-0.289588952542597	dko CK
0.390051496458987	dko CK
0	dko CK
0	dko CK
-0.667639706056411	dko CK
-0.637289547678174	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0.0806264869218057	dko CK
0.38363586836188	dko CK
0	dko CK
-0.403977963669355	dko CK
0	dko CK
0	dko CK
0	dko CK
-0.188647295999717	dko CK
0.730459260045769	dko CK
0.138302698166281	dko CK
0	dko CK
0	dko CK
-0.483587296968894	dko CK
-0.261262868792493	dko CK
0	dko CK
0.795949498902803	dko CK
-0.747334109615905	dko CK
0	dko CK
0.636086515103073	dko CK
0.15836249209525	dko CK
0	dko CK
0	dko CK
0.902655475217926	dko CK
0.717504074764202	dko CK
0.664077590185075	dko CK
0.625929492716295	dko CK
0.0507663112330423	dko CK
0	dko CK
-0.406540180433955	dko CK
-0.4888326343824	dko CK
0.498586208817518	dko CK
0.388633969351789	dko CK
0.219060332448861	dko CK
0	dko CK
-0.0637085593914174	dko CK
-0.44793286559218	dko CK
-0.488691698316941	dko CK
-0.563243701140398	dko CK
-0.639884741916304	dko CK
-0.698013503939182	dko CK
-0.729245807225307	dko CK
-1.01220429603074	dko CK
-1.0344279050254	dko CK
0	dko CK
-0.271376871894075	dko CK
-0.409425868671443	dko CK
0.892038920341292	dko CK
0.822886947834151	dko CK
0.809559714635268	dko CK
0.753659647285999	dko CK
0.619510720838499	dko CK
0.00432137378264258	dko CK
-0.0409976924234906	dko CK
-0.199480914862356	dko CK
-0.437274797410124	dko CK
-0.494432898726399	dko CK
-0.438542348786111	dko CK
0	dko CK
0.0696680969115956	dko CK
0.13956426617585	dko CK
0.353339095311305	dko CK
0.420120848085703	dko CK
0	dko CK
-0.365300748637987	dko CK
-0.185542154854375	dko CK
0	dko CK
1.09373678456234	dko CK
1.08817153986435	dko CK
1.08001284710793	dko CK
0	dko CK
0	dko CK
-0.497206180703955	dko CK
0	dko CK
0.602602520420256	dko CK
0.668944734457734	dko CK
0.808413551400368	dko CK
0.697578033651113	dko CK
0.530839778616521	dko CK
-0.198106998873401	dko CK
-0.272769586551759	dko CK
0	dko CK
0.703205370695486	dko CK
0.911210893137553	dko CK
0.919548758968848	dko CK
0.932067692200722	dko CK
0.889525796671191	dko CK
0	dko CK
-0.422753941301348	dko CK
-0.488409688903198	dko CK
-0.538070787043172	dko CK
-0.724603515396717	dko CK
-0.90346982850717	dko CK
-0.917663024327375	dko CK
-0.949243590568265	dko CK
0	dko CK
-0.12515582958053	dko CK
-0.304275050477128	dko CK
-0.366422957225973	dko CK
0	dko CK
0.489395921727129	dko CK
0.431041945335885	dko CK
0	dko CK
-0.627263416568221	dko CK
-0.549738731264899	dko CK
-0.00432137378264258	dko CK
0.0788191830988487	dko CK
0.41946007278607	dko CK
0	dko CK
-0.132259689531044	dko CK
0	dko CK
0	dko CK
0.815909650886775	dko CK
0.807264355276107	dko CK
0.730136003996678	dko CK
0.0174507295105361	dko CK
-0.93033763573773	dko CK
-0.769746467179453	dko CK
-0.699230502883409	dko CK
-0.677333151419902	dko CK
-0.219060332448861	dko CK
0	dko CK
0.961041216953312	dko CK
1.07338838111518	dko CK
1.0948203803548	dko CK
1.17385613898627	dko CK
0.87069645798925	dko CK
-0.0178677189635057	dko CK
-0.830781075606361	dko CK
0.633872262658333	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0.573915440421551	dko CK
-0.00216606175650763	dko CK
0.438542348786111	dko CK
0.555819683061191	dko CK
0.862429556106009	dko CK
0.928190948038757	dko CK
0.938369597451806	dko CK
-0.65475393325293	dko CK
0	dko CK
0.791901080009571	dko CK
0.657342736814626	dko CK
0.567731962548069	dko CK
0.106870544478654	dko CK
0	dko CK
-0.304921161900892	dko CK
0	dko CK
0.486288760960566	dko CK
0.355643050220869	dko CK
-0.188647295999717	dko CK
-0.380211241711606	dko CK
0.261024833992397	dko CK
0.160468531119037	dko CK
0	dko CK
0.63002085111341	dko CK
0.549616239519085	dko CK
0.524525936626376	dko CK
0	dko CK
-0.324693913861775	dko CK
-0.400537989391946	dko CK
-0.513350798805957	dko CK
-0.547528576459782	dko CK
-0.630427875025024	dko CK
-0.655234507034294	dko CK
-0.727785174182906	dko CK
-0.304275050477128	dko CK
0	dko CK
0	dko CK
-0.599992177584098	dko CK
0	dko CK
0.780821175853473	dko CK
0.0809870469108872	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0.768490105171245	dko CK
0.706632450873295	dko CK
0	dko CK
-0.630427875025024	dko CK
-0.786467476740283	dko CK
0	dko CK
-0.239299479126893	dko CK
0	dko CK
-0.397940008672038	dko CK
-0.297760511099134	dko CK
0	dko CK
0.646207612206685	dko CK
0.787602146182337	dko CK
-0.764549719064467	dko CK
-0.720572720364261	dko CK
-0.640580806489653	dko CK
-0.04766419460156	dko CK
0	dko CK
0.083860800866573	dko CK
0	dko CK
-0.222976449893391	dko CK
-0.328379603438738	dko CK
-0.421274791210346	dko CK
0.398460849608223	dko CK
0.325515663363148	dko CK
0.130655349022031	dko CK
0.932524497050542	dko CK
0.892205945975773	dko CK
0	dko CK
0.206286044412432	dko CK
0.101059354908116	dko CK
0	dko CK
-0.944778681123507	dko CK
-0.960661007270982	dko CK
-0.984167127146988	dko CK
0.977494969073036	dko CK
0	dko CK
-0.17868923977559	dko CK
-0.489958479424835	dko CK
-0.541953474458236	dko CK
0.742725131304698	dko CK
-0.0269416279590294	dko CK
0.162265614298022	dko CK
-0.0986437258170569	dko CK
0	dko CK
-0.273695587930092	dko CK
0	dko CK
0.168202746842631	dko CK
-0.478710755512759	dko CK
0	dko CK
-0.691346764134822	dko CK
-0.705607163404605	dko CK
-0.730620797887283	dko CK
-0.744605875414239	dko CK
0.75158700508231	dko CK
0	dko CK
0	dko CK
0.762228284286474	dko CK
0.77604707118178	dko CK
0.806044235748088	dko CK
-0.735997884091794	dko CK
0	dko CK
0.102090525511837	dko CK
0.650113164443571	dko CK
0.854609638095795	dko CK
-0.93444794894897	dko CK
0	dko CK
0	dko CK
-0.0986437258170569	dko CK
-0.450864692379766	dko CK
0	dko CK
0	dko CK
-0.843357378437956	dko CK
0.0496056125949731	dko CK
0	dko CK
0	dko CK
-0.457124626303409	dko CK
-0.231214647962601	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
-0.28397928423848	dko CK
0	dko CK
0.712565527873308	dko CK
0.765295929698057	dko CK
0.784545974054523	dko CK
0.797890483058349	dko CK
0.853089529851866	dko CK
0.567731962548069	dko CK
0.54703589974001	dko CK
0	dko CK
0	dko CK
0.322632711692223	dko CK
0.265053788504015	dko CK
0.00860017176191757	dko CK
0.268109729808478	dko CK
0.221674997070769	dko CK
0	dko CK
0.388456452700267	dko CK
0.423409727733093	dko CK
0.538070787043172	dko CK
1.20232481282955	dko CK
1.08735543005405	dko CK
1.07077646284343	dko CK
1.04544033981477	dko CK
0	dko CK
-0.60422605308447	dko CK
-0.691611874214416	dko CK
0	dko CK
-0.0751818546186916	dko CK
-0.43980621139333	dko CK
-0.287129620719111	dko CK
0	dko CK
0.157154439906282	dko CK
1.03992941410856	dko CK
1.11176643305256	dko CK
-1.14304604333759	dko CK
0	dko CK
-0.0472748673841795	dko CK
0.543819805142658	dko CK
0.588271706842329	dko CK
0	dko CK
0.272769586551759	dko CK
0.519827993775719	dko CK
0	dko CK
0.187802638718419	dko CK
-0.0480531731156091	dko CK
0.532372133567877	dko CK
0.103803720955957	dko CK
0.321805483857539	dko CK
0	dko CK
-0.168497483523033	dko CK
0	dko CK
-0.738780558484369	dko CK
-0.410270964252184	dko CK
-0.338057875419756	dko CK
-0.11327469246435	dko CK
0	dko CK
0.174641192660448	dko CK
-0.432809005033168	dko CK
-0.372912002970107	dko CK
-0.150756439860309	dko CK
-0.00902574208691021	dko CK
0.116275587580544	dko CK
0	dko CK
-0.858537197569639	dko CK
-0.868996902487135	dko CK
1.09833216784768	dko CK
0	dko CK
0	dko CK
-0.0722498976135148	dko CK
0	dko CK
0.655522596253418	dko CK
0.70543604658525	dko CK
0.887054378050957	dko CK
1.069816042572	dko CK
-1.07393819063525	dko CK
0	dko CK
0.119255889277937	dko CK
0.044539760392411	dko CK
0	dko CK
-0.227115082589125	dko CK
-0.501333178645566	dko CK
0	dko CK
-0.394101302040045	dko CK
-0.633367445117007	dko CK
0	dko CK
0	dko CK
-0.51215053692203	dko CK
0	dko CK
0.633367445117007	dko CK
-0.547159121327418	dko CK
-0.512284063281854	dko CK
0	dko CK
0.422261450813603	dko CK
-0.321805483857539	dko CK
0	dko CK
0.824971461123693	dko CK
0.854123782101167	dko CK
0	dko CK
-0.010299956639812	dko CK
0.640680153277665	dko CK
0.777861624176242	dko CK
0	dko CK
-0.310055737750891	dko CK
-0.36285930295868	dko CK
-0.640580806489653	dko CK
0	dko CK
0.118264726089479	dko CK
0	dko CK
0	dko CK
0	dko CK
0.678791434366244	dko CK
0	dko CK
0	dko CK
0.613736141261871	dko CK
0.75373622217501	dko CK
-1.05491932712381	dko CK
-0.952404939577024	dko CK
-0.425534220498263	dko CK
-0.37675939540488	dko CK
0	dko CK
0	dko CK
0.423245873936808	dko CK
0.48015072527328	dko CK
0	dko CK
0.906388921152831	dko CK
0.880984990486753	dko CK
0	dko CK
-0.299507298700488	dko CK
-0.541079767776629	dko CK
-0.780317312140151	dko CK
-0.793021659845983	dko CK
0.799409479615127	dko CK
0.619302075875608	dko CK
0.601842789782098	dko CK
0.577951127729755	dko CK
0.313023110323238	dko CK
0.260548372636979	dko CK
0.168497483523033	dko CK
0	dko CK
-0.497758718287268	dko CK
-0.563718339965678	dko CK
-0.754271868683459	dko CK
0.0965624383741356	dko CK
0	dko CK
0	dko CK
-0.332034277027518	dko CK
0.704236337308788	dko CK
0.502017214827147	dko CK
0.293362554711445	dko CK
0	dko CK
0	dko CK
0.818753590497717	dko CK
0.0191162904470728	dko CK
-0.347915186501691	dko CK
-0.145196406114182	dko CK
-0.0515383905153274	dko CK
0	dko CK
0.236789099409293	dko CK
0.137354111370733	dko CK
0.575303333422399	dko CK
0.453624073591451	dko CK
0	dko CK
0	dko CK
0.375297738217339	dko CK
0.670245853074124	dko CK
0.296884475538547	dko CK
0	dko CK
0.325925955771466	dko CK
0.491641793477586	dko CK
0.524136376592569	dko CK
0.894149846767922	dko CK
0.874191804679071	dko CK
0	dko CK
0.653501946962933	dko CK
0	dko CK
0	dko CK
-0.612147838326487	dko CK
0	dko CK
-0.429913697763754	dko CK
-0.490941205356787	dko CK
-0.584557360525675	dko CK
-0.690373306916059	dko CK
-0.701481635620927	dko CK
-0.362482474751175	dko CK
-0.138618433899492	dko CK
0	dko CK
-0.855700830835437	dko CK
0	dko CK
0.68556261115823	dko CK
0.913813852383717	dko CK
0.94215692846749	dko CK
0.715585551893196	dko CK
0	dko CK
-0.654465333520146	dko CK
0	dko CK
0	dko CK
0.533263516778715	dko CK
0	dko CK
0	dko CK
0.687528961214634	dko CK
0	dko CK
-0.219060332448861	dko CK
0	dko CK
-0.218797998111738	dko CK
-0.684126925613075	dko CK
0	dko CK
0.341038631677523	dko CK
0.765668554759014	dko CK
0.793371248918956	dko CK
0.811575005870593	dko CK
1.48542327893166	dko CK
1.04328366557057	dko CK
0	dko CK
0	dko CK
-0.496376054012401	dko CK
0.769155690714399	dko CK
0.750276915153993	dko CK
0	dko CK
-0.453471233722936	dko CK
-0.0806264869218057	dko CK
0.637989780784685	dko CK
0	dko CK
0.00302947055361796	dko CK
0.263636068588108	dko CK
0.0107238653917731	dko CK
-0.0737183503461227	dko CK
-0.164055291893452	dko CK
-0.340840549812332	dko CK
-0.539703238947826	dko CK
-0.66162340922923	dko CK
-0.710286647702891	dko CK
-0.736874361648423	dko CK
-0.757092220118933	dko CK
-0.787318756624548	dko CK
-0.892984550710717	dko CK
-0.946746935033585	dko CK
-0.964872208637775	dko CK
-0.93881982502621	dko CK
-0.91603261018857	dko CK
0	dko CK
-0.289365951520032	dko CK
0	dko CK
0.531606631932722	dko CK
0.537819095073274	dko CK
-0.795323764329314	dko CK
-0.772541732640944	dko CK
-0.494293768665333	dko CK
-0.0468851908377101	dko CK
0	dko CK
0.0310042813635368	dko CK
-0.466571072386354	dko CK
-0.25478968739721	dko CK
-0.143951116423963	dko CK
0	dko CK
0	dko CK
0	dko CK
-0.580012112529424	dko CK
-0.515476441382376	dko CK
0	dko CK
0.726645720240912	dko CK
0.780101191467912	dko CK
-0.722387094177124	dko CK
-0.654561554741743	dko CK
-0.498586208817518	dko CK
-0.441852175773292	dko CK
0	dko CK
0.74795530690673	dko CK
0.719331286983727	dko CK
0.572987708198205	dko CK
0.456366033129043	dko CK
0.195622943586937	dko CK
0.0711452904510828	dko CK
-0.243038048686294	dko CK
-0.787247880331954	dko CK
-0.906712056942964	dko CK
0	dko CK
1.04917924464597	dko CK
0.888404167737047	dko CK
0.839352328895421	dko CK
0.732474177281193	dko CK
0.142076461073285	dko CK
0	dko CK
-0.136086097384097	dko CK
-0.38327665040765	dko CK
-0.429913697763754	dko CK
-0.47158505418519	dko CK
-0.536179532137225	dko CK
-0.878866336956725	dko CK
-0.894980290927969	dko CK
-0.937417581477138	dko CK
0	dko CK
-0.666143427291558	dko CK
-0.726156466172755	dko CK
0	dko CK
0	dko CK
-0.439016728387513	dko CK
-0.576571684065291	dko CK
0.580924975675619	dko CK
-0.0232524596337114	dko CK
-1.20782279900151	dko CK
0.543695632309245	dko CK
0	dko CK
0	dko CK
-0.488550716500444	dko CK
0	dko CK
-0.597914471202528	dko CK
-0.579211780231499	dko CK
0	dko CK
0.351409751925439	dko CK
0.114277296561586	dko CK
0	dko CK
-0.107888025182799	dko CK
-0.583991799198316	dko CK
-0.623352681537992	dko CK
-0.6375897858387	dko CK
0	dko CK
0.514149134475437	dko CK
-0.530583859645118	dko CK
-0.123851640967086	dko CK
0	dko CK
0.127752515832973	dko CK
0.29928933408768	dko CK
-0.87046243158892	dko CK
0.853698211776174	dko CK
0.77952434332479	dko CK
0.698970004336019	dko CK
-0.000867721531226913	dko CK
0.570776368794748	dko CK
0	dko CK
0	dko CK
0.290034611362518	dko CK
0	dko CK
-0.384890796530554	dko CK
-0.45178643552429	dko CK
-0.893317811616112	dko CK
-0.927832132866582	dko CK
0	dko CK
0.0692980121155293	dko CK
0.660391098402467	dko CK
0.416474079100221	dko CK
0.234770295160917	dko CK
0.118264726089479	dko CK
0	dko CK
0.627160952374776	dko CK
0.648652695131223	dko CK
0.602168551378997	dko CK
0.580012112529424	dko CK
0	dko CK
-0.182414652434554	dko CK
0.866405498378055	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0.809425028797034	dko CK
0	dko CK
0.0191162904470728	dko CK
0.889189612047073	dko CK
0.938919812244772	dko CK
-0.0203612826477079	dko CK
0	dko CK
0.788451207023456	dko CK
0	dko CK
-0.359456020120987	dko CK
0	dko CK
-0.411451342137937	dko CK
0.849357981661299	dko CK
0.815909650886775	dko CK
0	dko CK
0	dko CK
-0.0236639181977935	dko CK
0	dko CK
0.880413399877917	dko CK
0.816174990428802	dko CK
0.650307523131937	dko CK
0.526985068559996	dko CK
0	dko CK
0	dko CK
0.495683067616915	dko CK
0	dko CK
-0.241795431295199	dko CK
0	dko CK
-0.775319121829478	dko CK
-0.29907126002741	dko CK
-0.0923696996291207	dko CK
0	dko CK
0	dko CK
1.08022952488487	dko CK
0.812913356642856	dko CK
0.794766797940821	dko CK
0.763203300370772	dko CK
0	dko CK
-0.322426052405953	dko CK
-0.461948495203762	dko CK
-0.535800290824898	dko CK
-0.55339751012388	dko CK
-0.636387585813157	dko CK
-0.662096445417923	dko CK
-0.67788058151159	dko CK
-0.887786034838371	dko CK
-0.918187661358926	dko CK
0.506369717095504	dko CK
0	dko CK
0	dko CK
0	dko CK
-0.676053124651872	dko CK
-0.317854489331469	dko CK
0	dko CK
0.0751818546186916	dko CK
0.786822379499187	dko CK
0.798374376681561	dko CK
0.82516637225655	dko CK
0.885191540606848	dko CK
1.03084250282492	dko CK
1.0391363992221	dko CK
1.05910881791359	dko CK
0.841296887490282	dko CK
0	dko CK
-0.428944290035574	dko CK
-0.675595056386746	dko CK
-0.728353782021228	dko CK
0	dko CK
-0.488127496247458	dko CK
-0.526597709103452	dko CK
-0.547651658359969	dko CK
-0.262451089730429	dko CK
0	dko CK
0.81003078640584	dko CK
0.813113754007899	dko CK
0.778513011738925	dko CK
0	dko CK
-0.171726453653231	dko CK
0	dko CK
0	dko CK
-0.510946948672973	dko CK
-0.177536499929862	dko CK
0	dko CK
0.269279389771899	dko CK
0	dko CK
-0.287129620719111	dko CK
-0.192567453336546	dko CK
0	dko CK
0.784545974054523	dko CK
0.764475027434409	dko CK
0	dko CK
0	dko CK
0	dko CK
0.785543369956593	dko CK
0.583538819254352	dko CK
0.546172368316943	dko CK
-0.0338256939533103	dko CK
-1.05126831887039	dko CK
-1.07696795219792	dko CK
-1.0855759697185	dko CK
1.07939833901985	dko CK
0.999869692108268	dko CK
0.981954444469974	dko CK
0.925466800691538	dko CK
0.901621764093357	dko CK
0.377124042346456	dko CK
0.0629578340845102	dko CK
0	dko CK
-0.138302698166281	dko CK
-0.162265614298022	dko CK
0	dko CK
0.0927206446840992	dko CK
0.0354297381845483	dko CK
0.114944415712585	dko CK
0.378761175316373	dko CK
0.348110068480238	dko CK
0	dko CK
-0.354876422516234	dko CK
0	dko CK
0.870228279011794	dko CK
0	dko CK
1.08188713942355	dko CK
0	dko CK
-0.314709692955174	dko CK
-0.383096929949094	dko CK
-0.222456336679247	dko CK
-0.165837624690128	dko CK
0	dko CK
0.712986233594383	dko CK
0.908806599405674	dko CK
0.732876041362707	dko CK
0	dko CK
-0.348694190265541	dko CK
-1.0383816914677	dko CK
-1.04793651613808	dko CK
1.06707085604537	dko CK
0	dko CK
0	dko CK
0	dko CK
0	dko CK
0.854670331895335	dko CK
0.732232880220498	dko CK
0.599118565055363	dko CK
0	dko CK
-0.239049093140191	dko CK
-0.655138434811382	dko CK
0.770704768215779	dko CK
0.664547962246547	dko CK
0	dko CK
0.0128372247051722	dko CK
0.317018101048112	dko CK
0	dko CK
-0.147985320683805	dko CK
0	dko CK
-0.305351369446624	dko CK
0.247482260677054	dko CK
0.077731179652392	dko CK
-0.137354111370733	dko CK
